CSDUID,CSDNAME,PRUID,province,csd_area_km2,ecozone,ecozone_coverage_pct,road_length_km,total_area_km2_csd,canopy_area_km2_csd,canopy_proportion_csd,total_area_km2_10m_buffer,canopy_area_km2_10m_buffer,canopy_proportion_10m_buffer,total_area_km2_20m_buffer,canopy_area_km2_20m_buffer,canopy_proportion_20m_buffer,"Population, 2021","Population, 2016",Population Density (sq km),Land Area (sq km),"Population Change (%), 2016 to 2021",Number of Men,Men in Workforce,People in Workforce,"Number of Private Dwellings, 2021","Number of Private Dwellings, 2016","Number of Occupied Private Dwellings, 2021","Number of Occupied Private Dwellings, 2016",Average Household Size,"Total Private Dwellings Change (%), 2016 to 2021","Occupied Dwellings Change (%), 2016 to 2021",Number of Single-detached Houses,Number of Semi-detached Houses,Number of Row Houses,Number of Apartments (duplex),Number of Apartments (<5 story buildings),Number of Apartments (5+ story buildings),Number of Other Single-attached Houses,Number of Movable Dwellings,Total Dwellings by Type,Indigenous identity: total count,Indigenous identity: Indigenous identity count,Single Indigenous responses,Single Indigenous responses: First Nations,Single Indigenous responses: Métis,Single Indigenous responses: Inuit,Multiple Indigenous responses,Visible minority: total counts,Visible minority: Total visible minority population,Visible minority: South Asian,Visible minority: Chinese,Visible minority: Black,Visible minority: Filipino,Visible minority: Arab,Visible minority: Latin American,Visible minority: Southeast Asian,Visible minority: West Asian,Visible minority: Korean,Visible minority: Japanese,Visible minority: Multiple visible minorities,Visible minority: Not a visible minority,Indigenous identity: Indigenous identity count (%),Single Indigenous responses (%),Single Indigenous responses: First Nations (%),Single Indigenous responses: Métis (%),Single Indigenous responses: Inuit (%),Multiple Indigenous responses (%),Number of Single-detached Houses (%),Number of Semi-detached Houses (%),Number of Row Houses (%),Number of Apartments (duplex) (%),Number of Apartments (<5 story buildings) (%),Number of Apartments (5+ story buildings) (%),Number of Other Single-attached Houses (%),Number of Movable Dwellings (%),Visible minority: Total visible minority population (%),Visible minority: South Asian (%),Visible minority: Chinese (%),Visible minority: Black (%),Visible minority: Filipino (%),Visible minority: Arab (%),Visible minority: Latin American (%),Visible minority: Southeast Asian (%),Visible minority: West Asian (%),Visible minority: Korean (%),Visible minority: Japanese (%),Visible minority: Multiple visible minorities (%),Visible minority: Not a visible minority (%),Number of Men (%),Men in Workforce (%)
3542029,Hanover,35,Ontario,10.407361555542304,MixedWood Plain,100.0,60.90097210728851,9.971038072651224,2.3861052184694374,23.930359116911788,1.086561919191089,0.1014952275485102,9.340952020854026,2.0800261147156536,0.2653222699057119,12.755718210873631,7967.0,7688.0,814.6,9.78,3.6,3770.0,,,3788.0,3404.0,3445.0,3336.0,2.2,11.3,3.3,2205.0,115.0,260.0,145.0,580.0,130.0,5.0,0.0,3445.0,,,,,,,,7630.0,245.0,55.0,35.0,85.0,30.0,0.0,15.0,0.0,0.0,0.0,0.0,10.0,7385.0,,,,,,,64.01,3.34,7.55,4.21,16.84,3.77,0.15,0.0,3.21,0.72,0.46,1.11,0.39,0.0,0.2,0.0,0.0,0.0,0.0,0.13,96.79,47.32,
3542059,Owen Sound,35,Ontario,25.558470885672524,MixedWood Plain,100.0,138.28374314514613,24.589295769713168,6.730028205788633,27.369747669138462,2.527573152047136,0.3195275901689551,12.641675272985186,4.854059194994096,0.7428851927968576,15.30441148231117,21612.0,21341.0,892.6,24.21,1.3,10095.0,,,10406.0,10098.0,9895.0,9630.0,2.1,3.1,2.8,5060.0,415.0,675.0,260.0,2700.0,730.0,20.0,35.0,9895.0,,,,,,,,20825.0,1200.0,350.0,115.0,275.0,40.0,140.0,50.0,25.0,10.0,50.0,55.0,45.0,19620.0,,,,,,,51.14,4.19,6.82,2.63,27.29,7.38,0.2,0.35,5.76,1.68,0.55,1.32,0.19,0.67,0.24,0.12,0.05,0.24,0.26,0.22,94.21,46.71,
3543031,Collingwood,35,Ontario,34.71075784856216,MixedWood Plain,100.0,183.75157105517687,33.369336489157654,10.157268915085416,30.43892982,3.393110070192197,0.4212325261587328,12.414349002679796,6.502349119347305,1.1425633024697648,17.571546551847607,24811.0,21793.0,748.3,33.15,13.8,11700.0,,,13216.0,11617.0,11174.0,9556.0,2.2,13.8,16.9,6300.0,750.0,1385.0,250.0,2010.0,450.0,25.0,0.0,11175.0,,,,,,,,24275.0,1665.0,470.0,210.0,210.0,210.0,40.0,95.0,70.0,130.0,40.0,45.0,95.0,22605.0,,,,,,,56.38,6.71,12.39,2.24,17.99,4.03,0.22,0.0,6.86,1.94,0.87,0.87,0.87,0.16,0.39,0.29,0.54,0.16,0.19,0.39,93.12,47.16,
3543042,Barrie,35,Ontario,111.22348963448428,MixedWood Plain,100.0,706.0812274938781,106.78205190156218,26.433205549223512,24.75435251383927,12.83513534594707,1.0954564001577811,8.534825466438821,24.357769440999498,2.642098288013424,10.847045310997114,147829.0,141434.0,1493.1,99.01,4.5,72385.0,,,57276.0,54227.0,55316.0,52476.0,2.6,5.6,5.4,32210.0,2355.0,6330.0,3710.0,6405.0,4245.0,30.0,30.0,55315.0,,,,,,,,145390.0,24850.0,6430.0,2315.0,5675.0,2030.0,810.0,2910.0,1005.0,1065.0,785.0,165.0,895.0,120540.0,,,,,,,58.23,4.26,11.44,6.71,11.58,7.67,0.05,0.05,17.09,4.42,1.59,3.9,1.4,0.56,2.0,0.69,0.73,0.54,0.11,0.62,82.91,48.97,
3543052,Orillia,35,Ontario,82.89793026283519,MixedWood Plain,100.0,211.04738615193912,79.74454495935943,9.699848540911647,12.163651502250122,3.825654794422341,0.5189734405200593,13.56561081456442,7.166564235,1.3599405058467728,18.976185256596462,33411.0,31166.0,1171.1,28.53,7.2,15685.0,,,15428.0,14287.0,14422.0,13477.0,2.2,8.0,7.0,8035.0,360.0,1245.0,905.0,2760.0,920.0,30.0,170.0,14425.0,,,,,,,,32270.0,2380.0,595.0,345.0,410.0,360.0,55.0,110.0,150.0,60.0,90.0,30.0,95.0,29895.0,,,,,,,55.7,2.5,8.63,6.27,19.13,6.38,0.21,1.18,7.38,1.84,1.07,1.27,1.12,0.17,0.34,0.46,0.19,0.28,0.09,0.29,92.64,46.95,
3543064,Wasaga Beach,35,Ontario,61.81357072913684,MixedWood Plain,100.0,305.5614874329823,59.42468221,33.20162881137242,55.87178185454791,5.628826472609849,1.1482629554356294,20.39968652476914,10.823460728092035,3.167946704914698,29.26925855324968,24862.0,20675.0,433.0,57.42,20.3,12105.0,,,13768.0,12516.0,10811.0,9005.0,2.3,10.0,20.1,8930.0,255.0,910.0,140.0,510.0,0.0,25.0,35.0,10810.0,,,,,,,,24585.0,1280.0,260.0,115.0,280.0,170.0,10.0,180.0,15.0,35.0,35.0,10.0,85.0,23310.0,,,,,,,82.61,2.36,8.42,1.3,4.72,0.0,0.23,0.32,5.21,1.06,0.47,1.14,0.69,0.04,0.73,0.06,0.14,0.14,0.04,0.35,94.81,48.69,
3543074,Midland,35,Ontario,38.28262535157312,MixedWood Plain,100.0,150.21463960736872,36.889888821637385,17.56173444535903,47.605821015807386,2.733496128181086,0.4265452904215604,15.604386120180488,5.213496533427482,1.1404332084356368,21.87463252585857,17817.0,16864.0,504.3,35.33,5.7,8430.0,,,8295.0,7739.0,7849.0,7374.0,2.2,7.2,6.4,5100.0,285.0,430.0,465.0,950.0,535.0,80.0,5.0,7850.0,,,,,,,,17390.0,920.0,230.0,100.0,190.0,80.0,45.0,60.0,90.0,0.0,40.0,25.0,30.0,16475.0,,,,,,,64.97,3.63,5.48,5.92,12.1,6.82,1.02,0.06,5.29,1.32,0.58,1.09,0.46,0.26,0.35,0.52,0.0,0.23,0.14,0.17,94.74,47.31,
3547002,Arnprior,35,Ontario,14.641686930461152,MixedWood Plain,100.0,80.65706791831394,14.201251333208544,2.5019667833883457,17.61793186,1.4723136242802553,0.075367042,5.118952953979568,2.820956455,0.2448756154117823,8.680588280904521,9629.0,8795.0,738.5,13.04,9.5,4595.0,,,4458.0,4124.0,4308.0,3912.0,2.2,8.1,10.1,2225.0,450.0,550.0,90.0,910.0,55.0,0.0,20.0,4305.0,,,,,,,,9415.0,395.0,120.0,10.0,45.0,25.0,15.0,20.0,60.0,45.0,15.0,30.0,0.0,9020.0,,,,,,,51.68,10.45,12.78,2.09,21.14,1.28,0.0,0.46,4.2,1.27,0.11,0.48,0.27,0.16,0.21,0.64,0.48,0.16,0.32,0.0,95.8,47.72,
3547048,Renfrew,35,Ontario,13.479638448093752,MixedWood Plain,100.0,73.1325463644596,13.07956802280763,4.192657153890167,32.055012417682136,1.3323820941585391,0.1044816238424739,7.841716298991465,2.5226560461695224,0.2808513026607279,11.133158762851602,8190.0,8223.0,639.3,12.81,-0.4,3870.0,,,4117.0,4035.0,3954.0,3875.0,2.0,2.0,2.0,2460.0,240.0,325.0,105.0,795.0,0.0,25.0,0.0,3955.0,,,,,,,,7855.0,105.0,25.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,7750.0,,,,,,,62.2,6.07,8.22,2.65,20.1,0.0,0.63,0.0,1.34,0.32,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,98.66,47.25,
3547064,Pembroke,35,Ontario,16.167999415689273,MixedWood Plain,100.0,108.36777461528808,15.737843407695191,3.576260493965332,22.723955254356387,1.969944784015764,0.1659631572023059,8.424761879060764,3.724442570673469,0.4529803229785281,12.162365626075912,14364.0,13882.0,1002.8,14.32,3.5,6730.0,,,6888.0,6685.0,6542.0,6198.0,2.1,3.0,5.6,3780.0,510.0,300.0,230.0,1690.0,0.0,25.0,5.0,6545.0,,,,,,,,13640.0,485.0,155.0,95.0,90.0,40.0,0.0,35.0,30.0,0.0,0.0,0.0,20.0,13155.0,,,,,,,57.75,7.79,4.58,3.51,25.82,0.0,0.38,0.08,3.56,1.14,0.7,0.66,0.29,0.0,0.26,0.22,0.0,0.0,0.0,0.15,96.44,46.85,
3548021,Mattawa,35,Ontario,3.96558486506625,Boreal Shield,100.0,27.39038428839797,3.8774514351996103,1.6737997429731344,43.16752307400512,0.5048186919522123,0.04262774,8.444168226634647,0.963312012,0.1289151281246367,13.382489420277032,1881.0,1993.0,513.1,3.67,-5.6,890.0,,,929.0,979.0,857.0,891.0,2.1,-5.1,-3.8,595.0,10.0,45.0,25.0,180.0,0.0,0.0,0.0,855.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.59,1.17,5.26,2.92,21.05,0.0,0.0,0.0,,,,,,,,,,,,,,47.32,
3549032,Parry Sound,35,Ontario,14.452421545748049,Boreal Shield,100.0,75.75481143409749,14.008032562537954,7.270665910559442,51.90354804002651,1.4090378330866355,0.2705732396998804,19.20269515454835,2.677781791997909,0.6659243964630268,24.868508645963143,6879.0,6408.0,524.9,13.1,7.4,3230.0,,,3518.0,3150.0,3197.0,2926.0,2.0,11.7,9.3,1715.0,125.0,40.0,175.0,865.0,195.0,80.0,0.0,3195.0,,,,,,,,6450.0,340.0,165.0,15.0,25.0,10.0,10.0,0.0,75.0,20.0,0.0,0.0,20.0,6110.0,,,,,,,53.68,3.91,1.25,5.48,27.07,6.1,2.5,0.0,5.27,2.56,0.23,0.39,0.16,0.16,0.0,1.16,0.31,0.0,0.0,0.31,94.73,46.95,
3554052,Englehart,35,Ontario,3.0434000866460265,Boreal Shield,100.0,17.27483019372916,3.0146853325891225,0.7435373058817377,24.66384460905445,0.326635271,0.022229844,6.805708256102497,0.6224644121842654,0.061997959,9.960080939116024,1442.0,1479.0,494.2,2.92,-2.5,670.0,,,720.0,711.0,684.0,691.0,2.0,1.3,-1.0,495.0,10.0,20.0,15.0,135.0,0.0,5.0,0.0,685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.26,1.46,2.92,2.19,19.71,0.0,0.73,0.0,,,,,,,,,,,,,,46.46,
4601060,Lac du Bonnet,46,Manitoba,2.239407717254367,Boreal Shield,100.0,15.130625416522172,2.26027746549522,0.3107935914235826,13.750240674787628,0.2786184453676955,0.041659897,14.952311148836865,0.5339500214248963,0.076943436,14.410231845130443,1064.0,1089.0,470.7,2.26,-2.3,500.0,,,549.0,582.0,496.0,522.0,2.1,-5.7,-5.0,380.0,15.0,20.0,0.0,80.0,0.0,5.0,0.0,495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.77,3.03,4.04,0.0,16.16,0.0,1.01,0.0,,,,,,,,,,,,,,46.99,
4602037,St-Pierre-Jolys,46,Manitoba,2.603439954367089,Prairie,100.0,11.37193642911572,2.612133329160332,0.4236529179606577,16.21865596335546,0.2068701400851819,0.012027213,5.813894969868229,0.3893474056196334,0.040371936,10.369129331495628,1305.0,1170.0,500.5,2.61,11.5,600.0,,,518.0,477.0,508.0,457.0,2.5,8.6,11.2,360.0,15.0,25.0,0.0,100.0,0.0,5.0,10.0,505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.29,2.97,4.95,0.0,19.8,0.0,0.99,1.98,,,,,,,,,,,,,,45.98,
4602044,Steinbach,46,Manitoba,37.445108710354745,Prairie,69.65,154.087643512899,37.59754992460577,2.722372169636019,7.240823338475996,2.8274942426717065,0.1069201853541857,3.781446615896786,5.238316482071911,0.2917974660394928,5.5704436155808255,17806.0,16022.0,474.1,37.56,11.1,8665.0,,,7092.0,6359.0,6836.0,6076.0,2.6,11.5,12.5,3750.0,620.0,290.0,255.0,1495.0,255.0,5.0,165.0,6835.0,,,,,,,,17575.0,2765.0,515.0,40.0,215.0,1515.0,15.0,220.0,115.0,0.0,35.0,10.0,30.0,14815.0,,,,,,,54.86,9.07,4.24,3.73,21.87,3.73,0.07,2.41,15.73,2.93,0.23,1.22,8.62,0.09,1.25,0.65,0.0,0.2,0.06,0.17,84.3,48.66,
4602046,Niverville,46,Manitoba,8.661230132692763,Prairie,100.0,45.98474770352629,8.701172747494002,0.3500594077256684,4.023129041156985,0.8562295675526894,0.02735016,3.194255510843385,1.6387585420786055,0.077244002,4.713568245108305,5947.0,4610.0,683.7,8.7,29.0,2930.0,,,2010.0,1621.0,1971.0,1555.0,3.0,24.0,26.8,1355.0,115.0,230.0,35.0,235.0,0.0,5.0,0.0,1970.0,,,,,,,,5860.0,420.0,95.0,15.0,125.0,60.0,0.0,10.0,45.0,0.0,0.0,10.0,50.0,5435.0,,,,,,,68.78,5.84,11.68,1.78,11.93,0.0,0.25,0.0,7.17,1.62,0.26,2.13,1.02,0.0,0.17,0.77,0.0,0.0,0.17,0.85,92.75,49.27,
4602061,Ste. Anne,46,Manitoba,4.187163939784005,Prairie,100.0,21.836055232029917,4.208277166159227,0.4304042143626148,10.227563379705629,0.3944099810390912,0.01544803,3.916744238035233,0.7525668128849844,0.053382365,7.093372194695149,2891.0,2114.0,699.0,4.14,36.8,1380.0,,,1204.0,822.0,1151.0,797.0,2.4,46.5,44.4,610.0,60.0,220.0,75.0,185.0,0.0,5.0,5.0,1150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.04,5.22,19.13,6.52,16.09,0.0,0.43,0.43,,,,,,,,,,,,,,47.73,
4603040,Altona,46,Manitoba,9.35156997946102,Prairie,100.0,50.13757221795592,9.359205123178567,0.8200345143420893,8.761796579404274,0.9059907931460252,0.1571020646387626,17.340359949269523,1.7292532528019968,0.3122995779260912,18.05979415797289,4267.0,4212.0,456.3,9.35,1.3,2115.0,,,1760.0,1689.0,1700.0,1642.0,2.4,4.2,3.5,1215.0,80.0,100.0,20.0,250.0,0.0,5.0,30.0,1700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.47,4.71,5.88,1.18,14.71,0.0,0.29,1.76,,,,,,,,,,,,,,49.57,
4603050,Winkler,46,Manitoba,20.74789711984972,Prairie,100.0,122.47292184591448,20.77631759294744,1.5875734715777168,7.641264937712647,2.334711745035744,0.28664526,12.277543905807375,4.438455685302606,0.551671914,12.429366276444574,13745.0,12660.0,663.1,20.73,8.6,6755.0,,,5239.0,4685.0,5089.0,4580.0,2.7,11.8,11.1,3175.0,425.0,690.0,20.0,380.0,305.0,0.0,90.0,5090.0,,,,,,,,13560.0,1280.0,360.0,25.0,175.0,360.0,100.0,165.0,10.0,40.0,55.0,0.0,0.0,12280.0,,,,,,,62.38,8.35,13.56,0.39,7.47,5.99,0.0,1.77,9.44,2.65,0.18,1.29,2.65,0.74,1.22,0.07,0.29,0.41,0.0,0.0,90.56,49.15,
4603053,Morden,46,Manitoba,16.54341265470962,Prairie,100.0,91.06229731750246,16.568239747971877,1.941311465631281,11.717065271637669,1.6794460865465524,0.2571266932471572,15.31020824704693,3.2260684058214184,0.5145228159532199,15.948912150305524,9929.0,8668.0,609.6,16.29,14.5,4870.0,,,4162.0,3636.0,3995.0,3499.0,2.4,14.5,14.2,2670.0,235.0,335.0,35.0,465.0,45.0,0.0,210.0,3995.0,,,,,,,,9705.0,905.0,110.0,30.0,85.0,455.0,25.0,135.0,30.0,0.0,0.0,10.0,0.0,8800.0,,,,,,,66.83,5.88,8.39,0.88,11.64,1.13,0.0,5.26,9.33,1.13,0.31,0.88,4.69,0.26,1.39,0.31,0.0,0.0,0.1,0.0,90.67,49.05,
4603074,Carman,46,Manitoba,4.304471175334292,Prairie,100.0,36.66828790241735,4.321468228337825,0.985216731,22.79819446766169,0.6717303135101113,0.1205319029056783,17.94349614443357,1.2715376250359889,0.2524061755830787,19.850468488963102,3114.0,3164.0,721.5,4.32,-1.6,1485.0,,,1466.0,1496.0,1402.0,1413.0,2.2,-2.0,-0.8,925.0,90.0,70.0,0.0,215.0,0.0,0.0,100.0,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.07,6.43,5.0,0.0,15.36,0.0,0.0,7.14,,,,,,,,,,,,,,47.69,
4607062,Brandon,46,Manitoba,80.50552549539948,Prairie,100.0,410.3195285615394,81.02017025538537,7.299255610199779,9.009183253,7.628380602,1.1776104431637209,15.437227172686836,14.122656951667183,2.167577991636512,15.348230853831144,51313.0,48883.0,649.2,79.04,5.0,25150.0,,,22526.0,21493.0,21203.0,20277.0,2.4,4.8,4.6,11050.0,915.0,1600.0,530.0,5215.0,725.0,35.0,1140.0,21205.0,,,,,,,,49840.0,10650.0,2570.0,1500.0,2860.0,865.0,100.0,2100.0,215.0,30.0,95.0,35.0,245.0,39195.0,,,,,,,52.11,4.32,7.55,2.5,24.59,3.42,0.17,5.38,21.37,5.16,3.01,5.74,1.74,0.2,4.21,0.43,0.06,0.19,0.07,0.49,78.64,49.01,
4609029,Portage la Prairie,46,Manitoba,25.7386807611908,Prairie,100.0,162.21721973295,25.927904951097872,3.299746184060384,12.726620952537324,3.044160756394499,0.3859222593115938,12.67745990420952,5.718707656892805,0.8366497864085888,14.63004994494111,13270.0,13304.0,536.8,24.72,-0.3,6425.0,,,6109.0,5794.0,5644.0,5576.0,2.3,5.4,1.2,3975.0,140.0,345.0,45.0,795.0,255.0,10.0,80.0,5645.0,,,,,,,,12830.0,1335.0,575.0,20.0,185.0,390.0,0.0,65.0,40.0,0.0,0.0,15.0,10.0,11500.0,,,,,,,70.42,2.48,6.11,0.8,14.08,4.52,0.18,1.42,10.41,4.48,0.16,1.44,3.04,0.0,0.51,0.31,0.0,0.0,0.12,0.08,89.63,48.42,
4611040,Winnipeg,46,Manitoba,471.4652656709198,Prairie,100.0,3717.346936921647,474.5518392518147,59.83065013916886,12.60782178,68.59484584525897,11.924250029700906,17.383594762499296,125.8343983091014,21.14427367299029,16.80325408,749607.0,705244.0,1623.3,461.78,6.3,369205.0,,,315465.0,294245.0,300431.0,281046.0,2.5,7.2,6.9,172765.0,12010.0,11705.0,5515.0,56430.0,41055.0,285.0,670.0,300430.0,,,,,,,,736660.0,253625.0,62460.0,22750.0,40080.0,83300.0,7035.0,8910.0,10285.0,3285.0,3825.0,1520.0,7385.0,483030.0,,,,,,,57.51,4.0,3.9,1.84,18.78,13.67,0.09,0.22,34.43,8.48,3.09,5.44,11.31,0.95,1.21,1.4,0.45,0.52,0.21,1.0,65.57,49.25,
4612056,Beausejour,46,Manitoba,5.4565265625650765,Boreal Plain,100.0,38.137695820903744,5.500151836490391,0.667990351,12.144943819295872,0.6714741908346363,0.050838202,7.571132727674517,1.267585275190086,0.1394846218783949,11.003963568248134,3307.0,3219.0,609.6,5.42,2.7,1605.0,,,1572.0,1518.0,1483.0,1443.0,2.2,3.6,2.8,1130.0,60.0,50.0,60.0,165.0,0.0,5.0,20.0,1480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.35,4.05,3.38,4.05,11.15,0.0,0.34,1.35,,,,,,,,,,,,,,48.53,
4613047,Selkirk,46,Manitoba,25.44799800453097,Boreal Plain,100.0,103.1781140578228,25.66859485186122,2.814389046145076,10.964328442548174,1.902985606000878,0.1565285792625815,8.225421084,3.594980272031945,0.3812935891097349,10.606277649869304,10504.0,10278.0,429.3,24.47,2.2,4890.0,,,4643.0,4328.0,4417.0,4163.0,2.3,7.3,6.1,2710.0,135.0,335.0,10.0,950.0,260.0,5.0,0.0,4415.0,,,,,,,,9930.0,695.0,390.0,0.0,95.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9240.0,,,,,,,61.38,3.06,7.59,0.23,21.52,5.89,0.11,0.0,7.0,3.93,0.0,0.96,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.15,93.05,46.55,
4614039,Stonewall,46,Manitoba,5.947613074927216,Prairie,100.0,46.71618766762273,5.998729086339617,1.1707413156637343,19.51648922318832,0.8886158566949883,0.1151352502000599,12.956695441861712,1.6797298071220934,0.2948477811701388,17.553286244012423,5046.0,4809.0,846.4,5.96,4.9,2425.0,,,2127.0,1749.0,2051.0,1733.0,2.4,21.6,18.3,1595.0,40.0,70.0,5.0,300.0,0.0,0.0,35.0,2050.0,,,,,,,,4990.0,85.0,30.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4910.0,,,,,,,77.8,1.95,3.41,0.24,14.63,0.0,0.0,1.71,1.7,0.6,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.4,48.06,
4617050,Dauphin,46,Manitoba,12.474292347500258,Prairie,100.0,87.78290109971793,12.670573559512356,1.279255449531742,10.096271045057376,1.6466989723558267,0.2293798970526095,13.929679978147458,3.100576064690832,0.4190408706203861,13.514935995036456,8368.0,8369.0,660.5,12.67,0.0,3920.0,,,4048.0,4080.0,3779.0,3741.0,2.2,-0.8,1.0,2765.0,65.0,155.0,65.0,445.0,50.0,0.0,235.0,3780.0,,,,,,,,8135.0,575.0,170.0,20.0,105.0,150.0,0.0,10.0,50.0,15.0,20.0,0.0,0.0,7560.0,,,,,,,73.15,1.72,4.1,1.72,11.77,1.32,0.0,6.22,7.07,2.09,0.25,1.29,1.84,0.0,0.12,0.61,0.18,0.25,0.0,0.0,92.93,46.85,
4618074,Arborg,46,Manitoba,2.2168147711656454,Boreal Plain,100.0,15.623182741658969,2.248095119573032,0.3128573862803974,13.916554666949176,0.2908286343916673,0.007903351,2.7175286435403407,0.5600338808151404,0.048333903,8.630531872371009,1279.0,1232.0,576.6,2.22,3.8,625.0,,,531.0,512.0,499.0,498.0,2.4,3.7,0.2,370.0,10.0,45.0,0.0,55.0,0.0,5.0,10.0,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,2.0,9.0,0.0,11.0,0.0,1.0,2.0,,,,,,,,,,,,,,48.87,
4620048,Swan River,46,Manitoba,6.828684726292227,Boreal Plain,100.0,56.74354154505976,6.979919497337202,1.0200449456258218,14.61399298394434,1.0867764099682833,0.087286526,8.031691258,2.0376880778012394,0.231908042,11.380939245181803,4049.0,4014.0,595.0,6.81,0.9,1895.0,,,2020.0,1946.0,1825.0,1824.0,2.2,3.8,0.1,1215.0,70.0,100.0,10.0,380.0,0.0,0.0,55.0,1825.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.58,3.84,5.48,0.55,20.82,0.0,0.0,3.01,,,,,,,,,,,,,,46.8,
4622026,Thompson,46,Manitoba,19.288587719776725,Boreal Shield,100.0,83.04907372537666,20.11224911110333,5.4773698228550565,27.233999502478195,1.6238331370456764,0.078717581,4.847639777,3.101422793,0.245202435,7.906127329301098,13035.0,13678.0,784.3,16.62,-4.7,6565.0,,,5442.0,5482.0,4676.0,4910.0,2.8,-0.7,-4.8,2300.0,165.0,435.0,5.0,1175.0,155.0,5.0,435.0,4680.0,,,,,,,,12880.0,1945.0,1195.0,75.0,310.0,140.0,40.0,70.0,60.0,0.0,15.0,0.0,25.0,10935.0,,,,,,,49.15,3.53,9.29,0.11,25.11,3.31,0.11,9.29,15.1,9.28,0.58,2.41,1.09,0.31,0.54,0.47,0.0,0.12,0.0,0.19,84.9,50.36,
4701008,Carnduff,47,Saskatchewan,2.660803145990308,Prairie,100.0,19.469875631564,2.664298317612648,0.2244964743134751,8.426101267617653,0.3633477979611875,0.034404719,9.468811781,0.6868451418753087,0.0843636,12.282768680850651,1150.0,1099.0,441.0,2.61,4.6,540.0,,,527.0,465.0,430.0,426.0,2.4,13.3,0.9,360.0,15.0,5.0,5.0,20.0,0.0,0.0,25.0,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.72,3.49,1.16,1.16,4.65,0.0,0.0,5.81,,,,,,,,,,,,,,46.96,
4701024,Estevan,47,Saskatchewan,19.264696056250187,Prairie,100.0,129.0455961596954,19.28561567471982,1.0154196102181043,5.265165641,2.398272721136223,0.1329771786732368,5.544706300551033,4.567604321,0.3327674217722393,7.285381972660485,10851.0,11483.0,592.9,18.3,-5.5,5460.0,,,5368.0,5371.0,4584.0,4691.0,2.3,-0.1,-2.3,3020.0,155.0,155.0,75.0,925.0,45.0,5.0,200.0,4585.0,,,,,,,,10625.0,1580.0,165.0,80.0,135.0,1015.0,25.0,15.0,10.0,0.0,75.0,15.0,45.0,9045.0,,,,,,,65.87,3.38,3.38,1.64,20.17,0.98,0.11,4.36,14.87,1.55,0.75,1.27,9.55,0.24,0.14,0.09,0.0,0.71,0.14,0.42,85.13,50.32,
4702047,Weyburn,47,Saskatchewan,19.24128556991752,Prairie,100.0,109.51035773174544,19.339475298375827,1.3210384283653465,6.83078733,2.060252404740943,0.2450933553597526,11.89627808688668,3.885896711191863,0.5034216567389059,12.955096188969442,11019.0,10870.0,579.1,19.03,1.4,5325.0,,,5142.0,5135.0,4655.0,4586.0,2.3,0.1,1.5,3060.0,135.0,110.0,55.0,1055.0,115.0,0.0,125.0,4655.0,,,,,,,,10595.0,1435.0,430.0,70.0,180.0,545.0,30.0,25.0,75.0,0.0,25.0,15.0,20.0,9165.0,,,,,,,65.74,2.9,2.36,1.18,22.66,2.47,0.0,2.69,13.54,4.06,0.66,1.7,5.14,0.28,0.24,0.71,0.0,0.24,0.14,0.19,86.5,48.33,
4703036,Assiniboia,47,Saskatchewan,3.951453796694107,Prairie,100.0,34.66617862258198,3.970776743586644,0.2568698999807844,6.469008875799048,0.6226015783211158,0.051980241,8.348877157107538,1.1632441719409186,0.1117137516902436,9.603637343,2333.0,2424.0,633.6,3.68,-3.8,1120.0,,,1236.0,1239.0,1070.0,1116.0,2.1,-0.2,-4.1,825.0,20.0,70.0,10.0,90.0,0.0,15.0,40.0,1070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.1,1.87,6.54,0.93,8.41,0.0,1.4,3.74,,,,,,,,,,,,,,48.01,
