CSDUID,CSDNAME,PRUID,province,csd_area_km2,ecozone,ecozone_coverage_pct,road_length_km,total_area_km2_csd,canopy_area_km2_csd,canopy_proportion_csd,total_area_km2_10m_buffer,canopy_area_km2_10m_buffer,canopy_proportion_10m_buffer,total_area_km2_20m_buffer,canopy_area_km2_20m_buffer,canopy_proportion_20m_buffer,"Population, 2021","Population, 2016",Population Density (sq km),Land Area (sq km),"Population Change (%), 2016 to 2021",Number of Men,Men in Workforce,People in Workforce,"Number of Private Dwellings, 2021","Number of Private Dwellings, 2016","Number of Occupied Private Dwellings, 2021","Number of Occupied Private Dwellings, 2016",Average Household Size,"Total Private Dwellings Change (%), 2016 to 2021","Occupied Dwellings Change (%), 2016 to 2021",Number of Single-detached Houses,Number of Semi-detached Houses,Number of Row Houses,Number of Apartments (duplex),Number of Apartments (<5 story buildings),Number of Apartments (5+ story buildings),Number of Other Single-attached Houses,Number of Movable Dwellings,Total Dwellings by Type,Indigenous identity: total count,Indigenous identity: Indigenous identity count,Single Indigenous responses,Single Indigenous responses: First Nations,Single Indigenous responses: Métis,Single Indigenous responses: Inuit,Multiple Indigenous responses,Visible minority: total counts,Visible minority: Total visible minority population,Visible minority: South Asian,Visible minority: Chinese,Visible minority: Black,Visible minority: Filipino,Visible minority: Arab,Visible minority: Latin American,Visible minority: Southeast Asian,Visible minority: West Asian,Visible minority: Korean,Visible minority: Japanese,Visible minority: Multiple visible minorities,Visible minority: Not a visible minority,Indigenous identity: Indigenous identity count (%),Single Indigenous responses (%),Single Indigenous responses: First Nations (%),Single Indigenous responses: Métis (%),Single Indigenous responses: Inuit (%),Multiple Indigenous responses (%),Number of Single-detached Houses (%),Number of Semi-detached Houses (%),Number of Row Houses (%),Number of Apartments (duplex) (%),Number of Apartments (<5 story buildings) (%),Number of Apartments (5+ story buildings) (%),Number of Other Single-attached Houses (%),Number of Movable Dwellings (%),Visible minority: Total visible minority population (%),Visible minority: South Asian (%),Visible minority: Chinese (%),Visible minority: Black (%),Visible minority: Filipino (%),Visible minority: Arab (%),Visible minority: Latin American (%),Visible minority: Southeast Asian (%),Visible minority: West Asian (%),Visible minority: Korean (%),Visible minority: Japanese (%),Visible minority: Multiple visible minorities (%),Visible minority: Not a visible minority (%),Number of Men (%),Men in Workforce (%)
4704048,Maple Creek,47,Saskatchewan,4.33347665617853,Prairie,100.0,32.05593117772541,4.363147810613634,0.3218943647766076,7.377571852908103,0.597172147,0.099742471,16.70246529289317,1.1196544858784805,0.1775952452496061,15.861611549768856,2176.0,2084.0,500.0,4.35,4.4,1040.0,,,1083.0,1070.0,988.0,976.0,2.2,1.2,1.2,840.0,25.0,25.0,5.0,90.0,0.0,10.0,5.0,985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.28,2.54,2.54,0.51,9.14,0.0,1.02,0.51,,,,,,,,,,,,,,47.79,
4705016,Kipling,47,Saskatchewan,2.567418990559737,Prairie,100.0,17.82084451613874,2.588732959371292,0.2021993453373404,7.810745585224332,0.3099711171011374,0.036024033,11.621738712807336,0.5885611382209316,0.07600377,12.91348769817971,1076.0,1074.0,421.9,2.55,0.2,510.0,,,523.0,508.0,464.0,457.0,2.2,3.0,1.5,390.0,10.0,10.0,0.0,40.0,0.0,0.0,10.0,465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.87,2.15,2.15,0.0,8.6,0.0,0.0,2.15,,,,,,,,,,,,,,47.4,
4705052,Esterhazy,47,Saskatchewan,5.721842918383948,Prairie,100.0,36.82065467828587,5.791755024,0.8559945603320828,14.779536717859145,0.6995012318104882,0.055428398,7.923988597700927,1.331327584529964,0.1508058421321756,11.327478216822112,2345.0,2502.0,421.6,5.56,-6.3,1155.0,,,1358.0,1333.0,1068.0,1114.0,2.1,1.9,-4.1,840.0,20.0,15.0,70.0,65.0,0.0,0.0,60.0,1070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.5,1.87,1.4,6.54,6.07,0.0,0.0,5.61,,,,,,,,,,,,,,49.25,
4706027,Regina,47,Saskatchewan,180.65118616528204,Prairie,100.0,1390.306069476742,182.6118165525767,15.562262888671867,8.522045934629459,25.89824438559098,4.641652886474799,17.92265459143353,47.52668989046253,8.289652345,17.442099089669963,226404.0,215106.0,1266.2,178.81,5.3,111280.0,,,99134.0,93197.0,92129.0,87417.0,2.4,6.4,5.4,58120.0,2630.0,6025.0,2210.0,18560.0,4395.0,30.0,165.0,92130.0,,,,,,,,223075.0,57345.0,19195.0,5885.0,9825.0,11995.0,1995.0,1415.0,3535.0,920.0,600.0,280.0,1315.0,165730.0,,,,,,,63.08,2.85,6.54,2.4,20.15,4.77,0.03,0.18,25.71,8.6,2.64,4.4,5.38,0.89,0.63,1.58,0.41,0.27,0.13,0.59,74.29,49.15,
4706030,White City,47,Saskatchewan,7.5280871146146975,Prairie,100.0,44.65949124465506,7.607975473996598,0.6140347907402638,8.070935466,0.7973788410298027,0.038369479,4.811951038083511,1.5151458780331284,0.1179738331811047,7.786301958874829,3702.0,3099.0,489.7,7.56,19.5,1885.0,,,1200.0,1036.0,1176.0,998.0,3.2,15.8,17.8,1145.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,1180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.03,0.85,1.69,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,50.92,
4706031,Pilot Butte,47,Saskatchewan,5.773346930658696,Prairie,100.0,34.510535853687976,5.837340724538863,0.2874032900817703,4.923531170171234,0.6497457351653103,0.021356355,3.286878843203657,1.2454617415556346,0.054965671,4.413276574076963,2638.0,2137.0,462.3,5.71,23.4,1350.0,,,999.0,791.0,966.0,760.0,2.7,26.3,27.1,790.0,10.0,100.0,0.0,0.0,0.0,0.0,65.0,965.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.87,1.04,10.36,0.0,0.0,0.0,0.0,6.74,,,,,,,,,,,,,,51.18,
4706039,Indian Head,47,Saskatchewan,3.0443904296958544,Prairie,100.0,33.07705556496277,3.0786628502699416,0.5619616202757358,18.253431687931084,0.5960792773154775,0.068533366,11.49735766701951,1.1193191835822958,0.1890724177817755,16.891733882078537,1902.0,1910.0,617.7,3.08,-0.4,950.0,,,911.0,900.0,842.0,813.0,2.2,1.2,3.6,650.0,60.0,35.0,0.0,30.0,0.0,20.0,45.0,845.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.92,7.1,4.14,0.0,3.55,0.0,2.37,5.33,,,,,,,,,,,,,,49.95,
4707037,Caronport,47,Saskatchewan,1.8671029085355548,Prairie,100.0,12.81559187434379,1.8871306831215493,0.091363046,4.841373537108333,0.2293260131920222,0.012268635,5.349866357097143,0.427945005,0.02986981,6.979824428513155,1033.0,994.0,566.3,1.82,3.9,515.0,,,386.0,372.0,334.0,320.0,3.0,3.8,4.4,255.0,20.0,15.0,25.0,25.0,0.0,0.0,0.0,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.27,6.06,4.55,7.58,7.58,0.0,0.0,0.0,,,,,,,,,,,,,,49.85,
4707039,Moose Jaw,47,Saskatchewan,66.33901779245095,Prairie,100.0,359.88345812227243,67.02684626706433,5.536419064049335,8.260002330991101,6.7462632654312085,0.8461443368550452,12.542415016484853,12.59146177576928,1.8571784313305817,14.749506168572845,33665.0,33910.0,511.5,65.81,-0.7,16520.0,,,16143.0,15875.0,14719.0,14558.0,2.2,1.7,1.1,10400.0,340.0,405.0,360.0,2240.0,640.0,75.0,260.0,14720.0,,,,,,,,32950.0,3485.0,635.0,610.0,660.0,1030.0,85.0,135.0,175.0,0.0,40.0,25.0,50.0,29465.0,,,,,,,70.65,2.31,2.75,2.45,15.22,4.35,0.51,1.77,10.58,1.93,1.85,2.0,3.13,0.26,0.41,0.53,0.0,0.12,0.08,0.15,89.42,49.07,
4708004,Swift Current,47,Saskatchewan,29.470293519557867,Prairie,100.0,205.89725466507,29.75610361777913,1.713520658809332,5.7585518615599645,3.895265831467417,0.3018097696360058,7.748117399276667,7.154708367408353,0.6809162611347009,9.517037259498377,16750.0,16604.0,571.6,29.3,0.9,8100.0,,,7891.0,7650.0,7214.0,7149.0,2.2,3.2,0.9,4770.0,395.0,365.0,165.0,1280.0,100.0,5.0,135.0,7210.0,,,,,,,,16140.0,2315.0,400.0,180.0,120.0,1295.0,35.0,115.0,75.0,0.0,35.0,0.0,40.0,13830.0,,,,,,,66.16,5.48,5.06,2.29,17.75,1.39,0.07,1.87,14.34,2.48,1.12,0.74,8.02,0.22,0.71,0.46,0.0,0.22,0.0,0.25,85.69,48.36,
4709012,Yorkton,47,Saskatchewan,36.40909232363196,Prairie,100.0,189.50033445186867,36.999026222689984,2.9081750396963995,7.860139405271522,3.4322068836995885,0.401718432,11.70437696861036,6.449004641,0.7913195961853345,12.270414432449728,16280.0,16343.0,449.8,36.19,-0.4,7845.0,,,7529.0,7394.0,6974.0,6950.0,2.3,1.8,0.3,4970.0,275.0,235.0,60.0,1340.0,0.0,5.0,90.0,6975.0,,,,,,,,15925.0,2370.0,640.0,100.0,345.0,1100.0,15.0,35.0,10.0,35.0,25.0,0.0,30.0,13550.0,,,,,,,71.25,3.94,3.37,0.86,19.21,0.0,0.07,1.29,14.88,4.02,0.63,2.17,6.91,0.09,0.22,0.06,0.22,0.16,0.0,0.19,85.09,48.19,
4710068,Wadena,47,Saskatchewan,2.949974413850404,Prairie,100.0,25.981830137532228,3.0121730974370395,0.2720273454581195,9.030933371311852,0.4828939616788574,0.054228117,11.22981873,0.9083086094064566,0.1114263414453552,12.267454066979273,1269.0,1288.0,423.8,2.99,-1.5,605.0,,,677.0,661.0,606.0,622.0,2.0,2.4,-2.6,510.0,45.0,0.0,5.0,45.0,0.0,5.0,0.0,605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.3,7.44,0.0,0.83,7.44,0.0,0.83,0.0,,,,,,,,,,,,,,47.68,
4711066,Saskatoon,47,Saskatchewan,232.0374333729424,Prairie,100.0,1645.306691457367,237.2281158127907,14.18613309972855,5.979954378984143,30.55672780536061,2.8929487202387425,9.46746896,56.02416421320782,5.488590945889377,9.796827891982062,266141.0,247201.0,1174.7,226.56,7.7,130760.0,,,115619.0,107098.0,107052.0,98565.0,2.4,8.0,8.6,58315.0,3980.0,7440.0,6550.0,25640.0,4720.0,40.0,380.0,107050.0,,,,,,,,260955.0,64530.0,18875.0,9255.0,8320.0,14350.0,3040.0,2550.0,3460.0,1710.0,520.0,300.0,1670.0,196430.0,,,,,,,54.47,3.72,6.95,6.12,23.95,4.41,0.04,0.35,24.73,7.23,3.55,3.19,5.5,1.16,0.98,1.33,0.66,0.2,0.11,0.64,75.27,49.13,
4711068,Warman,47,Saskatchewan,13.097150031603446,Prairie,100.0,97.36110289503549,13.405072759424671,0.4057141480327844,3.0265717711046363,1.863090089620944,0.03220508,1.728584143632949,3.5574535748182243,0.092400338,2.597372987756796,12419.0,11020.0,948.3,13.1,12.7,6145.0,,,4313.0,3874.0,4162.0,3748.0,2.9,11.3,11.0,3240.0,355.0,335.0,40.0,165.0,0.0,0.0,25.0,4160.0,,,,,,,,12170.0,575.0,165.0,25.0,150.0,170.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,11595.0,,,,,,,77.88,8.53,8.05,0.96,3.97,0.0,0.0,0.6,4.72,1.36,0.21,1.23,1.4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,95.28,49.48,
4711070,Martensville,47,Saskatchewan,14.04161418023198,Prairie,100.0,66.60187479686924,14.369017483147683,0.2898935724558484,2.0174905681327364,1.280970806,0.009018336,0.7040235027258915,2.4676057044228075,0.0298108,1.2080860189074922,10549.0,9655.0,777.9,13.56,9.3,5290.0,,,3799.0,3342.0,3639.0,3253.0,2.9,13.7,11.9,2770.0,90.0,400.0,170.0,175.0,0.0,0.0,35.0,3640.0,,,,,,,,10525.0,575.0,105.0,40.0,95.0,200.0,0.0,60.0,25.0,0.0,0.0,0.0,30.0,9955.0,,,,,,,76.1,2.47,10.99,4.67,4.81,0.0,0.0,0.96,5.46,1.0,0.38,0.9,1.9,0.0,0.57,0.24,0.0,0.0,0.0,0.29,94.58,50.15,
4711073,Dalmeny,47,Saskatchewan,3.2769527862737253,Prairie,100.0,18.847805589110205,3.354508381251352,0.2006152443262997,5.980466331446848,0.3287726959953298,0.017087117,5.197243264098942,0.6302918814417179,0.050836306,8.065518148237166,1766.0,1826.0,537.8,3.28,-3.3,880.0,,,627.0,609.0,615.0,592.0,2.8,3.0,3.9,555.0,25.0,5.0,10.0,5.0,0.0,0.0,15.0,615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.24,4.07,0.81,1.63,0.81,0.0,0.0,2.44,,,,,,,,,,,,,,49.83,
4711075,Osler,47,Saskatchewan,1.6104272223856957,Prairie,100.0,14.7403169865579,1.6484881775227944,0.094872029,5.755093106984917,0.2712216607910154,0.010254271,3.780771571787629,0.5089774374394476,0.034342917,6.747434115479618,1251.0,1237.0,771.7,1.62,1.1,615.0,,,429.0,412.0,420.0,399.0,3.0,4.1,5.3,320.0,40.0,35.0,5.0,0.0,0.0,0.0,25.0,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.19,9.52,8.33,1.19,0.0,0.0,0.0,5.95,,,,,,,,,,,,,,49.16,
4713051,Macklin,47,Saskatchewan,3.0039618979593765,Prairie,100.0,16.97890447511466,3.074939520998168,0.1222051845581536,3.974230508393353,0.3103187066807233,0.009842098,3.171609745986069,0.5881639820902758,0.026489352,4.503735815429092,1247.0,1374.0,409.2,3.05,-9.2,645.0,,,551.0,563.0,498.0,514.0,2.5,-2.1,-3.1,395.0,25.0,45.0,0.0,10.0,0.0,5.0,25.0,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,5.0,9.0,0.0,2.0,0.0,1.0,5.0,,,,,,,,,,,,,,51.72,
4714044,Tisdale,47,Saskatchewan,6.391500698255475,Boreal Plain,100.0,42.26010338155823,6.562740980970864,0.596029508,9.082020907642068,0.8186337691256252,0.091465235,11.172912499768126,1.543535169643114,0.1858265079593476,12.039020011595408,2962.0,3235.0,451.9,6.56,-8.4,1395.0,,,1613.0,1637.0,1379.0,1467.0,2.1,-1.5,-6.0,1050.0,45.0,15.0,15.0,210.0,35.0,5.0,5.0,1380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.09,3.26,1.09,1.09,15.22,2.54,0.36,0.36,,,,,,,,,,,,,,47.1,
4714051,Melfort,47,Saskatchewan,14.772542136065397,Boreal Plain,100.0,84.07797864331609,15.169413531320943,1.093704282694925,7.209931224016712,1.6341047281916643,0.173282732,10.604138716344911,3.089790471008236,0.3405432037749332,11.021563014394625,5955.0,5992.0,404.2,14.73,-0.6,2865.0,,,2788.0,2691.0,2575.0,2570.0,2.3,3.6,0.2,1775.0,100.0,55.0,35.0,455.0,95.0,0.0,55.0,2575.0,,,,,,,,5810.0,505.0,35.0,15.0,20.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5300.0,,,,,,,68.93,3.88,2.14,1.36,17.67,3.69,0.0,2.14,8.69,0.6,0.26,0.34,6.63,0.0,0.0,0.0,0.0,0.0,0.0,0.26,91.22,48.11,
4714076,Nipawin,47,Saskatchewan,8.667604885880854,Boreal Plain,100.0,62.145457095515305,8.925917587282282,2.073455327411108,23.22960420747536,1.202051849306925,0.09345359,7.774505734,2.236245846,0.2688166085828872,12.020888003650896,4570.0,4401.0,512.0,8.93,3.8,2210.0,,,2091.0,2042.0,1921.0,1920.0,2.3,2.4,0.1,1485.0,60.0,10.0,0.0,335.0,0.0,0.0,35.0,1925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.14,3.12,0.52,0.0,17.4,0.0,0.0,1.82,,,,,,,,,,,,,,48.36,
4715008,Humboldt,47,Saskatchewan,13.424879422268388,Prairie,100.0,75.44078746326478,13.729465911513554,0.3675202559322081,2.676872198094793,1.455000974157616,0.032113042,2.207080467997616,2.7495666531052425,0.089044467,3.2384909415643004,6033.0,5869.0,453.5,13.3,2.8,2940.0,,,2707.0,2582.0,2494.0,2457.0,2.3,4.8,1.5,1920.0,90.0,95.0,65.0,315.0,0.0,0.0,5.0,2495.0,,,,,,,,5805.0,810.0,50.0,20.0,85.0,600.0,0.0,15.0,0.0,0.0,0.0,10.0,0.0,4995.0,,,,,,,76.95,3.61,3.81,2.61,12.63,0.0,0.0,0.2,13.95,0.86,0.34,1.46,10.34,0.0,0.26,0.0,0.0,0.0,0.17,0.0,86.05,48.73,
4715028,Waldheim,47,Saskatchewan,1.9230995339583443,Prairie,100.0,15.526857401436692,1.9720110093021064,0.3741350336250927,18.9722588697666,0.3011494690059901,0.038115321,12.65661243704674,0.5693597023033613,0.1179372033297238,20.714006076054464,1237.0,1213.0,628.1,1.97,2.0,615.0,,,451.0,424.0,430.0,415.0,2.8,6.4,3.6,345.0,35.0,15.0,5.0,20.0,0.0,5.0,0.0,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.23,8.14,3.49,1.16,4.65,0.0,1.16,0.0,,,,,,,,,,,,,,49.72,
4715066,Prince Albert,47,Saskatchewan,69.05927193440765,Boreal Plain,100.0,322.218484886311,71.06362646536321,20.720501600142995,29.157675495553654,6.158213356664365,0.9121027858703136,14.811159228240184,11.556202128278883,2.00682369,17.36577179825112,37756.0,35926.0,562.1,67.17,5.1,18230.0,,,15490.0,15173.0,14308.0,13847.0,2.5,2.1,3.3,9245.0,485.0,490.0,310.0,3145.0,625.0,10.0,5.0,14310.0,,,,,,,,36105.0,4220.0,1045.0,170.0,805.0,1440.0,155.0,155.0,310.0,15.0,20.0,10.0,55.0,31885.0,,,,,,,64.61,3.39,3.42,2.17,21.98,4.37,0.07,0.03,11.69,2.89,0.47,2.23,3.99,0.43,0.43,0.86,0.04,0.06,0.03,0.15,88.31,48.28,
4715068,Birch Hills,47,Saskatchewan,2.37759316391624,Boreal Plain,100.0,14.50263266239894,2.4435075245630395,0.1738610771165703,7.115225771513065,0.2651622484582001,0.0190553,7.186279529135528,0.499604808,0.045237914,9.054739462,1066.0,1033.0,446.6,2.39,3.2,525.0,,,475.0,465.0,450.0,436.0,2.3,2.2,3.2,350.0,35.0,5.0,10.0,20.0,0.0,5.0,25.0,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.78,7.78,1.11,2.22,4.44,0.0,1.11,5.56,,,,,,,,,,,,,,49.25,
4716029,North Battleford,47,Saskatchewan,33.92501295255652,Prairie,100.0,178.20478379190158,34.81760458588137,4.320886213196203,12.4100617,3.421607857,0.394172907,11.520107597300704,6.382809030660533,0.8305114321842928,13.011691689267826,13836.0,14315.0,412.4,33.55,-3.3,6515.0,,,6346.0,6413.0,5696.0,5896.0,2.4,-1.0,-3.4,3910.0,190.0,235.0,105.0,1030.0,150.0,35.0,45.0,5695.0,,,,,,,,13490.0,2180.0,470.0,100.0,225.0,1030.0,0.0,120.0,85.0,0.0,75.0,0.0,65.0,11310.0,,,,,,,68.66,3.34,4.13,1.84,18.09,2.63,0.61,0.79,16.16,3.48,0.74,1.67,7.64,0.0,0.89,0.63,0.0,0.56,0.0,0.48,83.84,47.09,
4717052,Meadow Lake,47,Saskatchewan,12.1696628435546,Boreal Plain,100.0,60.68355385537711,12.585925187682813,0.7571651915203773,6.015967680003178,1.1859930789506878,0.057284549,4.830091338643729,2.1965608217302823,0.1464125507808198,6.665535929275442,5322.0,5344.0,430.2,12.37,-0.4,2600.0,,,2125.0,2113.0,1930.0,1912.0,2.7,0.6,0.9,1305.0,150.0,155.0,65.0,165.0,0.0,10.0,75.0,1930.0,,,,,,,,5205.0,565.0,130.0,25.0,90.0,220.0,20.0,0.0,20.0,0.0,0.0,0.0,40.0,4640.0,,,,,,,67.62,7.77,8.03,3.37,8.55,0.0,0.52,3.89,10.85,2.5,0.48,1.73,4.23,0.38,0.0,0.38,0.0,0.0,0.0,0.77,89.15,48.85,
4801006,Medicine Hat,48,Alberta,118.81486463511315,Prairie,100.0,544.2141963779409,119.75216062364456,5.510124410276845,4.601273481481464,10.113007366312427,0.8135215679533374,8.044309061449614,18.77704336,1.704681636828276,9.078541304000565,63271.0,63260.0,565.1,111.97,0.0,30795.0,,,28732.0,27970.0,27216.0,26652.0,2.3,2.7,2.1,17250.0,1550.0,1725.0,485.0,5100.0,230.0,25.0,860.0,27215.0,,,,,,,,61830.0,5580.0,1190.0,630.0,950.0,1100.0,315.0,485.0,430.0,15.0,90.0,130.0,170.0,56245.0,,,,,,,63.38,5.7,6.34,1.78,18.74,0.85,0.09,3.16,9.02,1.92,1.02,1.54,1.78,0.51,0.78,0.7,0.02,0.15,0.21,0.27,90.97,48.67,
4802008,Raymond,48,Alberta,7.699995925260704,Prairie,100.0,50.03481430282213,7.726761907307028,0.4557618520862701,5.898484482293497,0.9322752632100476,0.020403628,2.188584104818286,1.7914902198469065,0.1215337154280348,6.783945236297225,4199.0,3713.0,550.2,7.63,13.1,2090.0,,,1383.0,1260.0,1330.0,1135.0,3.1,9.8,17.2,1190.0,30.0,5.0,45.0,25.0,0.0,0.0,35.0,1330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.47,2.26,0.38,3.38,1.88,0.0,0.0,2.63,,,,,,,,,,,,,,49.77,
4802009,Stirling,48,Alberta,2.727742078653873,Prairie,100.0,21.178510220516117,2.7382614961057725,0.1812198626116514,6.618062696691819,0.3792535409219049,0.005532262,1.4587239126684357,0.7294664798968558,0.053738628,7.366839882216787,1164.0,978.0,431.8,2.7,19.0,605.0,,,379.0,375.0,360.0,308.0,3.2,1.1,16.9,345.0,10.0,5.0,0.0,0.0,0.0,0.0,5.0,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.83,2.78,1.39,0.0,0.0,0.0,0.0,1.39,,,,,,,,,,,,,,51.98,
4802012,Lethbridge,48,Alberta,124.23043371989152,Prairie,100.0,764.8971359253982,124.88091618994748,6.919374171672241,5.540777872855828,13.948362352901484,1.1362308449122425,8.145980267539352,25.71374187736389,2.394144872905698,9.310760309892087,98406.0,92729.0,812.5,121.12,6.1,48330.0,,,42862.0,39867.0,40225.0,37575.0,2.4,7.5,7.1,25185.0,2490.0,2465.0,3040.0,5440.0,820.0,15.0,765.0,40225.0,,,,,,,,96270.0,15625.0,2990.0,1430.0,3105.0,2315.0,440.0,1960.0,780.0,300.0,180.0,1460.0,460.0,80645.0,,,,,,,62.61,6.19,6.13,7.56,13.52,2.04,0.04,1.9,16.23,3.11,1.49,3.23,2.4,0.46,2.04,0.81,0.31,0.19,1.52,0.48,83.77,49.11,
4802013,Coalhurst,48,Alberta,3.098198809703219,Prairie,100.0,17.877303820976223,3.1154551462390456,0.079433288,2.5496527709503365,0.3173851563040958,0.006864825,2.162931880920175,0.6062466142986291,0.023471937,3.871681347268854,2869.0,2668.0,931.3,3.08,7.5,1445.0,,,1055.0,970.0,1025.0,938.0,2.8,8.8,9.3,780.0,50.0,80.0,15.0,0.0,0.0,0.0,95.0,1025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.1,4.88,7.8,1.46,0.0,0.0,0.0,9.27,,,,,,,,,,,,,,50.37,
4802014,Nobleford,48,Alberta,1.852360365404876,Prairie,100.0,13.033937742691572,1.8647660015589456,0.075344651,4.040434630938097,0.2409063993195854,0.015721265,6.525881229618085,0.4639212389364129,0.035858929,7.729529427873734,1438.0,1278.0,848.6,1.69,12.5,705.0,,,462.0,427.0,446.0,404.0,3.2,8.2,10.4,405.0,10.0,10.0,0.0,15.0,0.0,0.0,0.0,445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.01,2.25,2.25,0.0,3.37,0.0,0.0,0.0,,,,,,,,,,,,,,49.03,
4802018,Picture Butte,48,Alberta,3.024727931895621,Prairie,100.0,16.718900541160714,3.0446943763564405,0.1384658235885872,4.5477741432389065,0.3166104044801434,0.015666333,4.948142080514178,0.6106623965246752,0.04775506,7.820206464455325,1930.0,1810.0,639.7,3.02,6.6,970.0,,,729.0,706.0,689.0,672.0,2.7,3.3,2.5,565.0,35.0,20.0,0.0,5.0,0.0,0.0,55.0,690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.88,5.07,2.9,0.0,0.72,0.0,0.0,7.97,,,,,,,,,,,,,,50.26,
4802019,Coaldale,48,Alberta,13.987812189013551,Prairie,100.0,86.85067584311757,14.065501705560417,0.5963966059766259,4.240137454470299,1.5682054823248377,0.065090847,4.150658014,2.9519643415419234,0.1651409374500948,5.594272773763771,8771.0,8331.0,645.9,13.58,5.3,4415.0,,,3343.0,3108.0,3245.0,3043.0,2.7,7.6,6.6,2525.0,125.0,125.0,45.0,160.0,0.0,0.0,270.0,3245.0,,,,,,,,8640.0,450.0,25.0,35.0,80.0,10.0,0.0,45.0,30.0,0.0,0.0,160.0,25.0,8190.0,,,,,,,77.81,3.85,3.85,1.39,4.93,0.0,0.0,8.32,5.21,0.29,0.41,0.93,0.12,0.0,0.52,0.35,0.0,0.0,1.85,0.29,94.79,50.34,
4802022,Taber,48,Alberta,19.60723097458185,Prairie,100.0,96.8719841323404,19.726273803050574,0.7913391685326071,4.011599841072013,1.778925476926723,0.085847387,4.825800061760198,3.325845620612791,0.2515577146245751,7.563721931814301,8862.0,8428.0,458.6,19.32,5.1,4380.0,,,3481.0,3384.0,3347.0,3159.0,2.6,2.9,6.0,2400.0,200.0,70.0,120.0,420.0,0.0,0.0,125.0,3345.0,,,,,,,,8685.0,985.0,85.0,35.0,35.0,555.0,0.0,60.0,0.0,0.0,0.0,110.0,50.0,7705.0,,,,,,,71.75,5.98,2.09,3.59,12.56,0.0,0.0,3.74,11.34,0.98,0.4,0.4,6.39,0.0,0.69,0.0,0.0,0.0,1.27,0.58,88.72,49.42,
4802029,Vauxhall,48,Alberta,2.697145424702974,Prairie,100.0,19.421762258174915,2.719056766163694,0.1238834708293676,4.556119326782365,0.344175701,0.016572523,4.815134576,0.6504999896678946,0.049317868,7.581532423746048,1286.0,1222.0,474.7,2.71,5.2,640.0,,,457.0,458.0,436.0,413.0,3.0,-0.2,5.6,355.0,10.0,10.0,0.0,10.0,0.0,0.0,45.0,440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.68,2.27,2.27,0.0,2.27,0.0,0.0,10.23,,,,,,,,,,,,,,49.77,
4802034,Brooks,48,Alberta,19.397542147729958,Prairie,100.0,113.67512591069884,19.62314536155246,0.9404441284079792,4.792524904037999,2.1126513694961915,0.1561381051713578,7.390623338321668,3.940381432536937,0.3571084981685144,9.062790095,14924.0,14451.0,819.8,18.21,3.3,7705.0,,,5489.0,5412.0,5140.0,5046.0,2.9,1.4,1.9,2800.0,405.0,560.0,180.0,800.0,0.0,0.0,395.0,5140.0,,,,,,,,14645.0,7105.0,205.0,320.0,3265.0,1960.0,75.0,645.0,415.0,10.0,40.0,60.0,55.0,7535.0,,,,,,,54.47,7.88,10.89,3.5,15.56,0.0,0.0,7.68,48.51,1.4,2.19,22.29,13.38,0.51,4.4,2.83,0.07,0.27,0.41,0.38,51.45,51.63,
4802036,Duchess,48,Alberta,1.9309668402059597,Prairie,100.0,9.945393465643372,1.9561400390195711,0.062639848,3.202216972101481,0.1813006520532965,0.01034102,5.70379609,0.349003959,0.023137385,6.629547916278862,1053.0,1085.0,545.9,1.93,-2.9,550.0,,,404.0,390.0,378.0,371.0,2.8,3.6,1.9,335.0,0.0,5.0,0.0,0.0,0.0,5.0,35.0,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.33,0.0,1.33,0.0,0.0,0.0,1.33,9.33,,,,,,,,,,,,,,52.23,
