CSDUID,"Population, 2021","Population, 2016",Population Density (sq km),Land Area (sq km),"Population Change (%), 2016 to 2021",Number of Men,Men in Workforce,People in Workforce,"Number of Private Dwellings, 2021","Number of Private Dwellings, 2016","Number of Occupied Private Dwellings, 2021","Number of Occupied Private Dwellings, 2016",Average Household Size,"Total Private Dwellings Change (%), 2016 to 2021","Occupied Dwellings Change (%), 2016 to 2021",Number of Single-detached Houses,Number of Semi-detached Houses,Number of Row Houses,Number of Apartments (duplex),Number of Apartments (<5 story buildings),Number of Apartments (5+ story buildings),Number of Other Single-attached Houses,Number of Movable Dwellings,Total Dwellings by Type,Indigenous identity: total count,Indigenous identity: Indigenous identity count,Single Indigenous responses,Single Indigenous responses: First Nations,Single Indigenous responses: Métis,Single Indigenous responses: Inuit,Multiple Indigenous responses,Visible minority: total counts,Visible minority: Total visible minority population,Visible minority: South Asian,Visible minority: Chinese,Visible minority: Black,Visible minority: Filipino,Visible minority: Arab,Visible minority: Latin American,Visible minority: Southeast Asian,Visible minority: West Asian,Visible minority: Korean,Visible minority: Japanese,Visible minority: Multiple visible minorities,Visible minority: Not a visible minority,Indigenous identity: Indigenous identity count (%),Single Indigenous responses (%),Single Indigenous responses: First Nations (%),Single Indigenous responses: Métis (%),Single Indigenous responses: Inuit (%),Multiple Indigenous responses (%),Number of Single-detached Houses (%),Number of Semi-detached Houses (%),Number of Row Houses (%),Number of Apartments (duplex) (%),Number of Apartments (<5 story buildings) (%),Number of Apartments (5+ story buildings) (%),Number of Other Single-attached Houses (%),Number of Movable Dwellings (%),Visible minority: Total visible minority population (%),Visible minority: South Asian (%),Visible minority: Chinese (%),Visible minority: Black (%),Visible minority: Filipino (%),Visible minority: Arab (%),Visible minority: Latin American (%),Visible minority: Southeast Asian (%),Visible minority: West Asian (%),Visible minority: Korean (%),Visible minority: Japanese (%),Visible minority: Multiple visible minorities (%),Visible minority: Not a visible minority (%),Number of Men (%),Men in Workforce (%)
1001136,266.0,325.0,6.9,38.33,-18.2,135.0,75.0,140.0,171.0,178.0,126.0,134.0,2.0,-3.9,-6.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,50.75,53.57
1001149,371.0,414.0,28.1,13.22,-10.4,195.0,80.0,125.0,252.0,254.0,191.0,190.0,1.9,-0.8,0.5,185.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,190.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,97.37,0.0,2.63,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,52.56,64.0
1001507,1722.0,1683.0,95.1,18.1,2.3,845.0,465.0,955.0,675.0,641.0,638.0,608.0,2.7,5.3,4.9,590.0,5.0,0.0,40.0,5.0,0.0,0.0,0.0,640.0,1820.0,75.0,75.0,35.0,40.0,0.0,0.0,,,,,,,,,,,,,,,4.12,4.12,1.92,2.2,0.0,0.0,92.19,0.78,0.0,6.25,0.78,0.0,0.0,0.0,,,,,,,,,,,,,,49.07,48.69
1001254,226.0,252.0,11.4,19.81,-10.3,125.0,85.0,145.0,136.0,133.0,114.0,116.0,2.0,2.3,-1.7,110.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,115.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,95.65,0.0,4.35,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,55.31,58.62
1001174,189.0,232.0,8.1,23.29,-18.5,95.0,35.0,80.0,128.0,145.0,104.0,118.0,1.8,-11.7,-11.9,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,50.26,43.75
1001335,318.0,329.0,10.0,31.86,-3.3,165.0,90.0,155.0,217.0,210.0,158.0,155.0,2.0,3.3,1.9,150.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,160.0,395.0,15.0,15.0,10.0,0.0,0.0,0.0,,,,,,,,,,,,,,,3.8,3.8,2.53,0.0,0.0,0.0,93.75,0.0,0.0,3.12,0.0,0.0,0.0,3.12,,,,,,,,,,,,,,51.89,58.06
1001379,2796.0,2995.0,82.9,33.71,-6.6,1360.0,600.0,1195.0,1483.0,1469.0,1307.0,1335.0,2.1,1.0,-2.1,1185.0,25.0,30.0,15.0,40.0,0.0,0.0,0.0,1305.0,2800.0,35.0,35.0,20.0,0.0,15.0,0.0,,,,,,,,,,,,,,,1.25,1.25,0.71,0.0,0.54,0.0,90.8,1.92,2.3,1.15,3.07,0.0,0.0,0.0,,,,,,,,,,,,,,48.64,50.21
1001469,1065.0,1067.0,50.3,21.19,-0.2,520.0,280.0,520.0,530.0,509.0,467.0,436.0,2.3,4.1,7.1,435.0,10.0,0.0,0.0,25.0,0.0,0.0,0.0,465.0,1065.0,20.0,20.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1.88,1.88,0.0,0.0,0.0,0.0,93.55,2.15,0.0,0.0,5.38,0.0,0.0,0.0,,,,,,,,,,,,,,48.83,53.85
1001325,330.0,340.0,5.2,62.87,-2.9,165.0,50.0,95.0,225.0,217.0,168.0,162.0,2.0,3.7,3.7,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,305.0,20.0,20.0,20.0,0.0,0.0,0.0,,,,,,,,,,,,,,,6.56,6.56,6.56,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,50.0,52.63
1001312,646.0,674.0,24.0,26.95,-4.2,310.0,150.0,305.0,427.0,388.0,315.0,307.0,2.1,10.1,2.6,295.0,0.0,5.0,5.0,10.0,0.0,0.0,0.0,315.0,690.0,15.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2.17,1.45,0.0,0.0,0.0,0.0,93.65,0.0,1.59,1.59,3.17,0.0,0.0,0.0,,,,,,,,,,,,,,47.99,49.18
1001316,184.0,213.0,10.8,17.02,-13.6,90.0,20.0,60.0,122.0,124.0,88.0,96.0,2.1,-1.6,-8.3,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,48.91,33.33
1001472,2471.0,2463.0,19.6,126.02,0.3,1230.0,550.0,1105.0,1089.0,1106.0,993.0,975.0,2.4,-1.5,1.8,900.0,20.0,30.0,30.0,10.0,0.0,5.0,0.0,995.0,2400.0,60.0,45.0,30.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2.5,1.88,1.25,0.0,0.0,0.0,90.45,2.01,3.02,3.02,1.01,0.0,0.5,0.0,,,,,,,,,,,,,,49.78,49.77
1001511,2364.0,2221.0,139.1,16.99,6.4,1180.0,665.0,1315.0,940.0,827.0,887.0,804.0,2.7,13.7,10.3,810.0,25.0,0.0,50.0,5.0,0.0,0.0,0.0,885.0,2365.0,70.0,70.0,45.0,15.0,10.0,0.0,,,,,,,,,,,,,,,2.96,2.96,1.9,0.63,0.42,0.0,91.53,2.82,0.0,5.65,0.56,0.0,0.0,0.0,,,,,,,,,,,,,,49.92,50.57
1001263,185.0,250.0,10.1,18.33,-26.0,100.0,75.0,110.0,167.0,198.0,97.0,117.0,1.9,-15.7,-17.1,90.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,95.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,94.74,5.26,0.0,5.26,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,54.05,68.18
1001197,382.0,349.0,6.3,60.76,9.5,185.0,110.0,215.0,385.0,302.0,203.0,163.0,1.9,27.5,24.5,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,48.43,51.16
1001542,22477.0,23120.0,1436.2,15.65,-2.8,10810.0,5970.0,11875.0,10685.0,10381.0,9931.0,9673.0,2.3,2.9,2.7,4505.0,735.0,920.0,3420.0,335.0,0.0,10.0,0.0,9935.0,22355.0,655.0,620.0,395.0,135.0,95.0,15.0,22355.0,510.0,50.0,100.0,125.0,115.0,0.0,70.0,35.0,0.0,10.0,0.0,0.0,21845.0,2.93,2.77,1.77,0.6,0.42,0.07,45.34,7.4,9.26,34.42,3.37,0.0,0.1,0.0,2.28,0.22,0.45,0.56,0.51,0.0,0.31,0.16,0.0,0.04,0.0,0.0,97.72,48.09,50.27
1001328,200.0,186.0,8.2,24.45,7.5,100.0,30.0,45.0,173.0,163.0,107.0,95.0,1.9,6.1,12.6,100.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,110.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,90.91,0.0,0.0,0.0,9.09,0.0,0.0,0.0,,,,,,,,,,,,,,50.0,66.67
1001285,647.0,666.0,32.1,20.15,-2.9,330.0,120.0,260.0,342.0,339.0,291.0,281.0,2.2,0.9,3.6,280.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,290.0,655.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,96.55,0.0,0.0,0.0,3.45,0.0,0.0,0.0,,,,,,,,,,,,,,51.0,46.15
1001426,579.0,570.0,137.7,4.2,1.6,275.0,110.0,235.0,318.0,286.0,261.0,242.0,2.2,11.2,7.9,245.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,260.0,565.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,94.23,1.92,5.77,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,47.5,46.81
1001343,608.0,633.0,43.0,14.14,-3.9,315.0,135.0,265.0,316.0,288.0,253.0,238.0,2.3,9.7,6.3,235.0,0.0,5.0,5.0,5.0,0.0,0.0,5.0,250.0,555.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,,,,,,,,,,,,,,51.81,50.94
1001517,22957.0,21389.0,773.8,29.67,7.3,11215.0,6725.0,13460.0,9331.0,8662.0,8813.0,8038.0,2.6,7.7,9.6,5775.0,125.0,70.0,2775.0,65.0,0.0,0.0,0.0,8815.0,22800.0,855.0,775.0,505.0,205.0,60.0,0.0,22800.0,345.0,95.0,45.0,75.0,45.0,40.0,15.0,0.0,10.0,0.0,0.0,0.0,22445.0,3.75,3.4,2.21,0.9,0.26,0.0,65.51,1.42,0.79,31.48,0.74,0.0,0.0,0.0,1.51,0.42,0.2,0.33,0.2,0.18,0.07,0.0,0.04,0.0,0.0,0.0,98.44,48.85,49.96
1001551,947.0,960.0,215.3,4.4,-1.4,470.0,295.0,565.0,408.0,394.0,381.0,371.0,2.5,3.6,2.7,335.0,0.0,5.0,35.0,5.0,0.0,0.0,0.0,380.0,950.0,30.0,25.0,20.0,0.0,0.0,0.0,,,,,,,,,,,,,,,3.16,2.63,2.11,0.0,0.0,0.0,88.16,0.0,1.32,9.21,1.32,0.0,0.0,0.0,,,,,,,,,,,,,,49.63,52.21
1001240,3289.0,3496.0,56.9,57.8,-5.9,1645.0,705.0,1370.0,1827.0,1852.0,1543.0,1559.0,2.1,-1.3,-1.0,1380.0,55.0,70.0,10.0,20.0,0.0,5.0,0.0,1545.0,3175.0,65.0,65.0,35.0,25.0,10.0,0.0,,,,,,,,,,,,,,,2.05,2.05,1.1,0.79,0.31,0.0,89.32,3.56,4.53,0.65,1.29,0.0,0.32,0.0,,,,,,,,,,,,,,50.02,51.46
1001225,87.0,102.0,3.1,28.29,-14.7,40.0,40.0,70.0,48.0,48.0,40.0,42.0,2.2,0.0,-4.8,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,45.98,57.14
1001140,49.0,52.0,5.5,8.84,-5.8,25.0,,,53.0,64.0,30.0,27.0,1.6,-17.2,11.1,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,51.02,
1001105,86.0,150.0,79.9,1.08,-42.7,40.0,15.0,30.0,85.0,91.0,47.0,69.0,1.8,-6.6,-31.9,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,46.51,50.0
1001504,8415.0,8147.0,146.1,57.61,3.3,4230.0,2425.0,4635.0,3357.0,3215.0,3170.0,3028.0,2.7,4.4,4.7,2770.0,35.0,5.0,335.0,20.0,0.0,5.0,5.0,3170.0,8415.0,295.0,280.0,200.0,20.0,60.0,0.0,8415.0,215.0,60.0,90.0,15.0,0.0,0.0,0.0,0.0,0.0,25.0,10.0,0.0,8195.0,3.51,3.33,2.38,0.24,0.71,0.0,87.38,1.1,0.16,10.57,0.63,0.0,0.16,0.16,2.55,0.71,1.07,0.18,0.0,0.0,0.0,0.0,0.0,0.3,0.12,0.0,97.39,50.27,52.32
1001505,2063.0,2069.0,35.4,58.24,-0.3,1025.0,510.0,985.0,872.0,868.0,823.0,818.0,2.5,0.5,0.6,765.0,10.0,10.0,25.0,0.0,0.0,0.0,10.0,825.0,2060.0,50.0,40.0,40.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2.43,1.94,1.94,0.0,0.0,0.0,92.73,1.21,1.21,3.03,0.0,0.0,0.0,1.21,,,,,,,,,,,,,,49.68,51.78
1001131,280.0,301.0,2.2,125.93,-7.0,140.0,85.0,175.0,259.0,346.0,143.0,148.0,2.0,-25.1,-3.4,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,50.0,48.57
1001181,165.0,185.0,1.6,101.84,-10.8,80.0,55.0,80.0,128.0,153.0,87.0,83.0,1.9,-16.3,4.8,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,94.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,48.48,68.75
1001361,764.0,680.0,181.6,4.21,12.4,380.0,180.0,340.0,393.0,329.0,340.0,276.0,2.3,19.5,23.2,315.0,10.0,5.0,10.0,0.0,0.0,0.0,0.0,340.0,765.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,92.65,2.94,1.47,2.94,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,49.74,52.94
1001352,414.0,387.0,17.9,23.12,7.0,205.0,100.0,195.0,327.0,308.0,200.0,171.0,2.1,6.2,17.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,440.0,25.0,25.0,0.0,15.0,0.0,0.0,,,,,,,,,,,,,,,5.68,5.68,0.0,3.41,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,49.52,51.28
1001434,674.0,647.0,113.0,5.97,4.2,345.0,170.0,315.0,351.0,335.0,297.0,286.0,2.3,4.8,3.8,285.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,300.0,640.0,15.0,15.0,10.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2.34,2.34,1.56,0.0,0.0,0.0,95.0,0.0,0.0,1.67,3.33,0.0,0.0,0.0,,,,,,,,,,,,,,51.19,53.97
1001267,313.0,395.0,58.1,5.39,-20.8,155.0,85.0,135.0,209.0,213.0,152.0,173.0,2.1,-1.9,-12.1,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,260.0,25.0,25.0,20.0,0.0,0.0,0.0,,,,,,,,,,,,,,,9.62,9.62,7.69,0.0,0.0,0.0,96.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,49.52,62.96
1001396,2630.0,2653.0,39.8,66.09,-0.9,1300.0,585.0,1080.0,1247.0,1180.0,1112.0,1089.0,2.4,5.7,2.1,1020.0,10.0,15.0,35.0,35.0,0.0,0.0,5.0,1115.0,2650.0,80.0,65.0,40.0,10.0,15.0,0.0,,,,,,,,,,,,,,,3.02,2.45,1.51,0.38,0.57,0.0,91.48,0.9,1.35,3.14,3.14,0.0,0.0,0.45,,,,,,,,,,,,,,49.43,54.17
1001228,318.0,252.0,59.1,5.38,26.2,175.0,115.0,200.0,204.0,169.0,166.0,128.0,1.9,20.7,29.7,150.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,170.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,88.24,0.0,0.0,0.0,5.88,0.0,0.0,2.94,,,,,,,,,,,,,,55.03,57.5
1001519,110525.0,108860.0,247.8,446.02,1.5,53515.0,28945.0,57380.0,54067.0,52410.0,49298.0,47627.0,2.2,3.2,3.5,20865.0,3095.0,5120.0,12890.0,6550.0,535.0,115.0,120.0,49300.0,107655.0,3580.0,3350.0,2220.0,565.0,560.0,50.0,107655.0,10915.0,2990.0,1405.0,2505.0,835.0,1410.0,520.0,300.0,490.0,110.0,30.0,235.0,96740.0,3.33,3.11,2.06,0.52,0.52,0.05,42.32,6.28,10.39,26.15,13.29,1.09,0.23,0.24,10.14,2.78,1.31,2.33,0.78,1.31,0.48,0.28,0.46,0.1,0.03,0.22,89.86,48.42,50.44
1001192,86.0,115.0,2.9,29.22,-25.2,40.0,15.0,25.0,79.0,114.0,45.0,58.0,1.9,-30.7,-22.4,40.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,45.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,88.89,0.0,11.11,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,46.51,60.0
1001178,313.0,347.0,8.6,36.41,-9.8,155.0,55.0,110.0,202.0,216.0,158.0,170.0,2.0,-6.5,-7.1,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,96.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,49.52,50.0
1001120,55.0,66.0,51.3,1.07,-16.7,25.0,10.0,25.0,50.0,52.0,34.0,38.0,1.6,-3.8,-10.5,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,45.45,40.0
1001169,263.0,313.0,3.0,86.62,-16.0,130.0,30.0,75.0,207.0,221.0,142.0,156.0,1.8,-6.3,-9.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,49.43,40.0
1001277,407.0,396.0,10.4,39.02,2.8,200.0,100.0,195.0,271.0,286.0,189.0,176.0,2.2,-5.2,7.4,165.0,0.0,0.0,5.0,0.0,0.0,0.0,15.0,185.0,480.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2.08,2.08,0.0,0.0,0.0,0.0,89.19,0.0,0.0,2.7,0.0,0.0,0.0,8.11,,,,,,,,,,,,,,49.14,51.28
1001509,7852.0,7899.0,225.0,34.89,-0.6,3880.0,2215.0,4300.0,3182.0,3005.0,2985.0,2864.0,2.6,5.9,4.2,2395.0,30.0,15.0,500.0,35.0,5.0,0.0,5.0,2985.0,7780.0,315.0,300.0,185.0,110.0,0.0,0.0,7780.0,110.0,55.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7675.0,4.05,3.86,2.38,1.41,0.0,0.0,80.23,1.01,0.5,16.75,1.17,0.17,0.0,0.17,1.41,0.71,0.13,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.65,49.41,51.51
1001113,405.0,481.0,7.5,54.21,-15.8,205.0,95.0,145.0,299.0,356.0,224.0,245.0,1.8,-16.0,-8.6,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,50.62,65.52
1001385,1401.0,1561.0,179.2,7.82,-10.2,665.0,285.0,580.0,669.0,685.0,582.0,632.0,2.4,-2.3,-7.9,545.0,0.0,10.0,30.0,0.0,0.0,0.0,0.0,580.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,93.97,0.0,1.72,5.17,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,47.47,49.14
1001365,1658.0,1800.0,92.3,17.96,-7.9,805.0,340.0,670.0,822.0,810.0,712.0,741.0,2.3,1.5,-3.9,670.0,0.0,15.0,15.0,10.0,0.0,0.0,0.0,715.0,1655.0,30.0,30.0,10.0,0.0,15.0,0.0,,,,,,,,,,,,,,,1.81,1.81,0.6,0.0,0.91,0.0,93.71,0.0,2.1,2.1,1.4,0.0,0.0,0.0,,,,,,,,,,,,,,48.55,50.75
1001494,1815.0,2146.0,125.3,14.49,-15.4,865.0,220.0,450.0,1181.0,1150.0,951.0,1025.0,1.9,2.7,-7.2,790.0,55.0,10.0,80.0,10.0,0.0,5.0,0.0,950.0,1810.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.55,0.55,0.0,0.0,0.0,0.0,83.16,5.79,1.05,8.42,1.05,0.0,0.53,0.0,,,,,,,,,,,,,,47.66,48.89
1001298,955.0,890.0,44.4,21.51,7.3,460.0,210.0,440.0,584.0,527.0,419.0,376.0,2.3,10.8,11.4,400.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,420.0,955.0,25.0,25.0,15.0,0.0,10.0,0.0,,,,,,,,,,,,,,,2.62,2.62,1.57,0.0,1.05,0.0,95.24,0.0,1.19,0.0,1.19,0.0,0.0,1.19,,,,,,,,,,,,,,48.17,47.73
1001308,351.0,373.0,15.6,22.53,-5.9,175.0,80.0,170.0,174.0,165.0,136.0,135.0,2.3,5.5,0.7,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,49.86,47.06
1001332,436.0,450.0,41.1,10.61,-3.1,220.0,90.0,155.0,287.0,277.0,204.0,197.0,2.1,3.6,3.6,200.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,205.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,97.56,0.0,0.0,0.0,0.0,0.0,0.0,2.44,,,,,,,,,,,,,,50.46,58.06
1001559,1640.0,1619.0,93.1,17.61,1.3,805.0,420.0,870.0,656.0,634.0,611.0,589.0,2.6,3.5,3.7,600.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,610.0,1590.0,55.0,55.0,35.0,0.0,0.0,0.0,,,,,,,,,,,,,,,3.46,3.46,2.2,0.0,0.0,0.0,98.36,0.82,0.0,0.0,0.82,0.0,0.0,0.82,,,,,,,,,,,,,,49.09,48.28
1002040,126.0,124.0,30.4,4.15,1.6,65.0,40.0,65.0,69.0,61.0,59.0,52.0,2.1,13.1,13.5,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,51.59,61.54
1002027,234.0,241.0,62.6,3.74,-2.9,120.0,40.0,80.0,134.0,132.0,115.0,109.0,2.0,1.5,5.5,105.0,5.0,0.0,0.0,0.0,0.0,10.0,5.0,115.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,91.3,4.35,0.0,0.0,0.0,0.0,8.7,4.35,,,,,,,,,,,,,,51.28,50.0
1002005,2237.0,2315.0,64.9,34.49,-3.4,1100.0,540.0,1095.0,1155.0,1145.0,1008.0,989.0,2.2,0.9,1.9,920.0,40.0,30.0,5.0,0.0,0.0,0.0,10.0,1010.0,2240.0,20.0,20.0,20.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.89,0.89,0.89,0.0,0.0,0.0,91.09,3.96,2.97,0.5,0.0,0.0,0.0,0.99,,,,,,,,,,,,,,49.17,49.32
1002031,538.0,566.0,0.4,1463.65,-4.9,280.0,130.0,225.0,422.0,498.0,250.0,252.0,2.2,-15.3,-0.8,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,475.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,52.04,57.78
1002022,204.0,226.0,6.2,33.17,-9.7,105.0,65.0,105.0,116.0,119.0,92.0,95.0,2.2,-2.5,-3.2,90.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,90.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,5.56,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,51.47,61.9
