CSDUID,"Population, 2021","Population, 2016",Population Density (sq km),Land Area (sq km),"Population Change (%), 2016 to 2021",Number of Men,Men in Workforce,People in Workforce,"Number of Private Dwellings, 2021","Number of Private Dwellings, 2016","Number of Occupied Private Dwellings, 2021","Number of Occupied Private Dwellings, 2016",Average Household Size,"Total Private Dwellings Change (%), 2016 to 2021","Occupied Dwellings Change (%), 2016 to 2021",Number of Single-detached Houses,Number of Semi-detached Houses,Number of Row Houses,Number of Apartments (duplex),Number of Apartments (<5 story buildings),Number of Apartments (5+ story buildings),Number of Other Single-attached Houses,Number of Movable Dwellings,Total Dwellings by Type,Indigenous identity: total count,Indigenous identity: Indigenous identity count,Single Indigenous responses,Single Indigenous responses: First Nations,Single Indigenous responses: Métis,Single Indigenous responses: Inuit,Multiple Indigenous responses,Visible minority: total counts,Visible minority: Total visible minority population,Visible minority: South Asian,Visible minority: Chinese,Visible minority: Black,Visible minority: Filipino,Visible minority: Arab,Visible minority: Latin American,Visible minority: Southeast Asian,Visible minority: West Asian,Visible minority: Korean,Visible minority: Japanese,Visible minority: Multiple visible minorities,Visible minority: Not a visible minority,Indigenous identity: Indigenous identity count (%),Single Indigenous responses (%),Single Indigenous responses: First Nations (%),Single Indigenous responses: Métis (%),Single Indigenous responses: Inuit (%),Multiple Indigenous responses (%),Number of Single-detached Houses (%),Number of Semi-detached Houses (%),Number of Row Houses (%),Number of Apartments (duplex) (%),Number of Apartments (<5 story buildings) (%),Number of Apartments (5+ story buildings) (%),Number of Other Single-attached Houses (%),Number of Movable Dwellings (%),Visible minority: Total visible minority population (%),Visible minority: South Asian (%),Visible minority: Chinese (%),Visible minority: Black (%),Visible minority: Filipino (%),Visible minority: Arab (%),Visible minority: Latin American (%),Visible minority: Southeast Asian (%),Visible minority: West Asian (%),Visible minority: Korean (%),Visible minority: Japanese (%),Visible minority: Multiple visible minorities (%),Visible minority: Not a visible minority (%),Number of Men (%),Men in Workforce (%)
3537034,32721.0,30180.0,503.7,64.96,8.4,16060.0,,,11922.0,10793.0,11644.0,10689.0,2.8,10.5,8.9,9820.0,875.0,190.0,50.0,485.0,215.0,10.0,0.0,11645.0,,,,,,,,32475.0,6110.0,1785.0,940.0,455.0,335.0,1630.0,180.0,210.0,150.0,135.0,25.0,210.0,26365.0,,,,,,,84.33,7.51,1.63,0.43,4.16,1.85,0.09,0.0,18.81,5.5,2.89,1.4,1.03,5.02,0.55,0.65,0.46,0.42,0.08,0.65,81.19,49.08,
3537064,40410.0,36611.0,76.4,529.0,10.4,20395.0,,,14954.0,13900.0,14386.0,13185.0,2.8,7.6,9.1,13235.0,215.0,375.0,60.0,240.0,0.0,10.0,260.0,14385.0,,,,,,,,40225.0,4440.0,1610.0,340.0,545.0,155.0,570.0,250.0,375.0,225.0,60.0,35.0,195.0,35790.0,,,,,,,92.01,1.49,2.61,0.42,1.67,0.0,0.07,1.81,11.04,4.0,0.85,1.35,0.39,1.42,0.62,0.93,0.56,0.15,0.09,0.48,88.97,50.47,
3537003,29680.0,27595.0,113.6,261.24,7.6,14950.0,,,11219.0,10726.0,10547.0,9995.0,2.7,4.6,5.5,6815.0,875.0,800.0,290.0,1015.0,740.0,15.0,5.0,10550.0,,,,,,,,28175.0,5690.0,195.0,85.0,805.0,375.0,1190.0,2090.0,615.0,40.0,25.0,25.0,185.0,22485.0,,,,,,,64.6,8.29,7.58,2.75,9.62,7.01,0.14,0.05,20.2,0.69,0.3,2.86,1.33,4.22,7.42,2.18,0.14,0.09,0.09,0.66,79.8,50.37,
3537001,230.0,235.0,5.6,41.03,-2.1,125.0,,,374.0,382.0,122.0,93.0,1.8,-2.1,31.2,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,54.35,
3537048,23300.0,23229.0,246.3,94.59,0.3,11315.0,,,9111.0,8987.0,8946.0,8884.0,2.6,1.4,0.7,7255.0,495.0,475.0,70.0,140.0,515.0,0.0,0.0,8945.0,,,,,,,,23010.0,2600.0,480.0,295.0,320.0,270.0,725.0,115.0,170.0,65.0,10.0,20.0,105.0,20410.0,,,,,,,81.11,5.53,5.31,0.78,1.57,5.76,0.0,0.0,11.3,2.09,1.28,1.39,1.17,3.15,0.5,0.74,0.28,0.04,0.09,0.46,88.7,48.56,
3537039,229660.0,217188.0,1572.8,146.02,5.7,113795.0,,,99803.0,97777.0,94273.0,91632.0,2.4,2.1,2.9,56620.0,4370.0,6205.0,3960.0,10750.0,12250.0,105.0,10.0,94270.0,,,,,,,,226465.0,76010.0,16130.0,6820.0,13275.0,3210.0,21360.0,3500.0,3720.0,3975.0,430.0,120.0,2590.0,150450.0,,,,,,,60.06,4.64,6.58,4.2,11.4,12.99,0.11,0.01,33.56,7.12,3.01,5.86,1.42,9.43,1.55,1.64,1.76,0.19,0.05,1.14,66.43,49.55,
3510035,4892.0,4373.0,4.9,991.41,11.9,2545.0,,,3618.0,3726.0,2177.0,1885.0,2.2,-2.9,15.5,2090.0,15.0,10.0,15.0,15.0,0.0,5.0,30.0,2180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.87,0.69,0.46,0.69,0.69,0.0,0.23,1.38,,,,,,,,,,,,,,52.02,
3510005,1930.0,1760.0,10.9,176.82,9.7,995.0,,,1212.0,1273.0,903.0,783.0,2.1,-4.8,15.3,885.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.79,0.55,0.0,0.0,0.55,0.0,0.0,0.55,,,,,,,,,,,,,,51.55,
3510010,132485.0,123798.0,293.4,451.58,7.0,64095.0,,,63095.0,59977.0,57836.0,53518.0,2.2,5.2,8.1,27785.0,4260.0,4005.0,2330.0,9410.0,9740.0,115.0,195.0,57835.0,,,,,,,,129110.0,17325.0,4430.0,3155.0,2600.0,1055.0,1560.0,1275.0,810.0,730.0,565.0,275.0,615.0,111785.0,,,,,,,48.04,7.37,6.92,4.03,16.27,16.84,0.2,0.34,13.42,3.43,2.44,2.01,0.82,1.21,0.99,0.63,0.57,0.44,0.21,0.48,86.58,48.38,
3510045,2285.0,1903.0,2.0,1157.97,20.1,1220.0,,,2798.0,2968.0,1131.0,925.0,2.0,-5.7,22.3,1105.0,5.0,0.0,0.0,0.0,0.0,0.0,20.0,1130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.79,0.44,0.0,0.0,0.0,0.0,0.0,1.77,,,,,,,,,,,,,,53.39,
3510020,20188.0,18646.0,21.3,948.05,8.3,10160.0,,,9503.0,9213.0,7937.0,7186.0,2.5,3.1,10.5,7645.0,45.0,10.0,30.0,125.0,0.0,15.0,70.0,7935.0,,,,,,,,20140.0,360.0,105.0,45.0,65.0,10.0,0.0,45.0,20.0,0.0,20.0,10.0,40.0,19780.0,,,,,,,96.35,0.57,0.13,0.38,1.58,0.0,0.19,0.88,1.79,0.52,0.22,0.32,0.05,0.0,0.22,0.1,0.0,0.1,0.05,0.2,98.21,50.33,
3553005,166004.0,161531.0,52.1,3186.26,2.8,81645.0,,,75967.0,75029.0,71476.0,69152.0,2.3,1.3,3.4,43325.0,3275.0,2915.0,4470.0,12045.0,4785.0,130.0,525.0,71475.0,,,,,,,,163030.0,10820.0,3100.0,990.0,4030.0,440.0,335.0,705.0,400.0,140.0,160.0,90.0,260.0,152210.0,,,,,,,60.62,4.58,4.08,6.25,16.85,6.69,0.18,0.73,6.64,1.9,0.61,2.47,0.27,0.21,0.43,0.25,0.09,0.1,0.06,0.16,93.36,49.18,
3553040,124.0,116.0,11.7,10.59,6.9,55.0,,,69.0,74.0,49.0,48.0,2.5,-6.8,2.1,40.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,44.35,
3542037,7080.0,6630.0,11.9,594.44,6.8,3605.0,,,3094.0,2988.0,2699.0,2551.0,2.6,3.5,5.8,2555.0,35.0,0.0,20.0,65.0,5.0,0.0,20.0,2700.0,,,,,,,,7000.0,160.0,60.0,0.0,45.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,6840.0,,,,,,,94.63,1.3,0.0,0.74,2.41,0.19,0.0,0.74,2.29,0.86,0.0,0.64,0.29,0.0,0.29,0.0,0.0,0.0,0.0,0.0,97.71,50.92,
3542053,11100.0,10479.0,18.5,599.96,5.9,5625.0,,,5269.0,5069.0,4495.0,4258.0,2.5,3.9,5.6,4180.0,20.0,55.0,35.0,70.0,0.0,10.0,135.0,4495.0,,,,,,,,11050.0,290.0,45.0,55.0,45.0,35.0,60.0,15.0,0.0,0.0,0.0,10.0,10.0,10760.0,,,,,,,92.99,0.44,1.22,0.78,1.56,0.0,0.22,3.0,2.62,0.41,0.5,0.41,0.32,0.54,0.14,0.0,0.0,0.0,0.09,0.09,97.38,50.68,
3542015,10424.0,9804.0,11.9,879.03,6.3,5275.0,,,5337.0,5299.0,4091.0,3904.0,2.5,0.7,4.8,3805.0,25.0,75.0,25.0,155.0,5.0,10.0,0.0,4090.0,,,,,,,,10335.0,190.0,35.0,30.0,25.0,20.0,0.0,30.0,0.0,0.0,0.0,20.0,10.0,10140.0,,,,,,,93.03,0.61,1.83,0.61,3.79,0.12,0.24,0.0,1.84,0.34,0.29,0.24,0.19,0.0,0.29,0.0,0.0,0.0,0.19,0.1,98.11,50.6,
3542029,7967.0,7688.0,814.6,9.78,3.6,3770.0,,,3788.0,3404.0,3445.0,3336.0,2.2,11.3,3.3,2205.0,115.0,260.0,145.0,580.0,130.0,5.0,0.0,3445.0,,,,,,,,7630.0,245.0,55.0,35.0,85.0,30.0,0.0,15.0,0.0,0.0,0.0,0.0,10.0,7385.0,,,,,,,64.01,3.34,7.55,4.21,16.84,3.77,0.15,0.0,3.21,0.72,0.46,1.11,0.39,0.0,0.2,0.0,0.0,0.0,0.0,0.13,96.79,47.32,
3542047,11485.0,10991.0,19.5,587.57,4.5,5630.0,,,5828.0,5590.0,5035.0,4830.0,2.3,4.3,4.2,4090.0,65.0,315.0,45.0,510.0,5.0,5.0,0.0,5035.0,,,,,,,,11315.0,415.0,60.0,35.0,90.0,35.0,0.0,30.0,25.0,15.0,0.0,25.0,20.0,10900.0,,,,,,,81.23,1.29,6.26,0.89,10.13,0.1,0.1,0.0,3.67,0.53,0.31,0.8,0.31,0.0,0.27,0.22,0.13,0.0,0.22,0.18,96.33,49.02,
3542059,21612.0,21341.0,892.6,24.21,1.3,10095.0,,,10406.0,10098.0,9895.0,9630.0,2.1,3.1,2.8,5060.0,415.0,675.0,260.0,2700.0,730.0,20.0,35.0,9895.0,,,,,,,,20825.0,1200.0,350.0,115.0,275.0,40.0,140.0,50.0,25.0,10.0,50.0,55.0,45.0,19620.0,,,,,,,51.14,4.19,6.82,2.63,27.29,7.38,0.2,0.35,5.76,1.68,0.55,1.32,0.19,0.67,0.24,0.12,0.05,0.24,0.26,0.22,94.21,46.71,
3542005,8716.0,7354.0,13.6,643.08,18.5,4500.0,,,3257.0,2987.0,3017.0,2710.0,2.9,9.0,11.3,2755.0,20.0,0.0,10.0,125.0,0.0,5.0,105.0,3020.0,,,,,,,,8715.0,1045.0,290.0,0.0,505.0,25.0,0.0,70.0,30.0,0.0,0.0,0.0,45.0,7670.0,,,,,,,91.23,0.66,0.0,0.33,4.14,0.0,0.17,3.48,11.99,3.33,0.0,5.79,0.29,0.0,0.8,0.34,0.0,0.0,0.0,0.52,88.01,51.63,
3542045,9390.0,7025.0,33.0,284.65,33.7,4610.0,,,7396.0,6477.0,4348.0,3271.0,2.1,14.2,32.9,3480.0,35.0,450.0,25.0,295.0,30.0,5.0,20.0,4345.0,,,,,,,,9300.0,315.0,60.0,65.0,55.0,20.0,0.0,10.0,0.0,0.0,55.0,10.0,10.0,8980.0,,,,,,,80.09,0.81,10.36,0.58,6.79,0.69,0.12,0.46,3.39,0.65,0.7,0.59,0.22,0.0,0.11,0.0,0.0,0.59,0.11,0.11,96.56,49.09,
3542004,13131.0,12518.0,15.0,875.21,4.9,6670.0,,,5808.0,5648.0,5284.0,5073.0,2.5,2.8,4.2,4640.0,60.0,100.0,65.0,290.0,0.0,20.0,100.0,5285.0,,,,,,,,12995.0,305.0,50.0,30.0,75.0,25.0,0.0,80.0,0.0,0.0,0.0,25.0,0.0,12685.0,,,,,,,87.8,1.14,1.89,1.23,5.49,0.0,0.38,1.89,2.35,0.38,0.23,0.58,0.19,0.0,0.62,0.0,0.0,0.0,0.19,0.0,97.61,50.8,
3528018,49216.0,45608.0,39.4,1250.45,7.9,24435.0,,,20710.0,19472.0,18719.0,17502.0,2.6,6.4,7.0,15785.0,565.0,665.0,360.0,1205.0,50.0,10.0,70.0,18720.0,,,,,,,,48565.0,2605.0,620.0,165.0,750.0,245.0,145.0,210.0,110.0,55.0,45.0,20.0,150.0,45955.0,,,,,,,84.32,3.02,3.55,1.92,6.44,0.27,0.05,0.37,5.36,1.28,0.34,1.54,0.5,0.3,0.43,0.23,0.11,0.09,0.04,0.31,94.63,49.65,
3528035,166.0,135.0,32.7,5.08,23.0,90.0,,,58.0,57.0,52.0,50.0,3.2,1.8,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,54.22,
3528052,67490.0,64044.0,42.2,1597.68,5.4,33495.0,,,30085.0,28720.0,27594.0,26007.0,2.4,4.8,6.1,22815.0,770.0,945.0,570.0,1890.0,385.0,90.0,130.0,27595.0,,,,,,,,66225.0,2225.0,345.0,200.0,655.0,260.0,40.0,245.0,105.0,40.0,110.0,20.0,155.0,64000.0,,,,,,,82.68,2.79,3.42,2.07,6.85,1.4,0.33,0.47,3.36,0.52,0.3,0.99,0.39,0.06,0.37,0.16,0.06,0.17,0.03,0.23,96.64,49.63,
3528037,,,,30.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3546018,2588.0,2351.0,2.6,999.69,10.1,1360.0,,,3325.0,3453.0,1269.0,1108.0,2.0,-3.7,14.5,1235.0,5.0,0.0,10.0,0.0,0.0,10.0,5.0,1270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.24,0.39,0.0,0.79,0.0,0.0,0.79,0.39,,,,,,,,,,,,,,52.55,
3546024,7182.0,6280.0,4.9,1474.22,14.4,3565.0,,,7298.0,7083.0,3341.0,2891.0,2.1,3.0,15.6,3005.0,15.0,30.0,15.0,275.0,5.0,0.0,5.0,3340.0,,,,,,,,7035.0,125.0,50.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6910.0,,,,,,,89.97,0.45,0.9,0.45,8.23,0.15,0.0,0.15,1.78,0.71,0.28,0.28,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.22,49.64,
3546005,3830.0,3343.0,5.6,688.18,14.6,2030.0,,,4430.0,4485.0,1875.0,1611.0,2.0,-1.2,16.4,1820.0,0.0,10.0,10.0,15.0,0.0,10.0,10.0,1875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.07,0.0,0.53,0.53,0.8,0.0,0.53,0.53,,,,,,,,,,,,,,53.0,
3546015,6971.0,6088.0,8.2,847.37,14.5,3520.0,,,6019.0,6092.0,3229.0,2833.0,2.1,-1.2,14.0,3000.0,15.0,35.0,15.0,145.0,0.0,5.0,10.0,3230.0,,,,,,,,6880.0,195.0,30.0,35.0,40.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6685.0,,,,,,,92.88,0.46,1.08,0.46,4.49,0.0,0.15,0.31,2.83,0.44,0.51,0.58,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.17,50.49,
3524002,186948.0,183314.0,1004.4,186.12,2.0,89460.0,,,74891.0,72535.0,73180.0,71373.0,2.5,3.2,2.5,36795.0,3090.0,13730.0,705.0,5915.0,12835.0,100.0,10.0,73180.0,,,,,,,,183960.0,38390.0,11955.0,4375.0,4670.0,3005.0,4105.0,3205.0,1070.0,1410.0,1390.0,535.0,1825.0,145565.0,,,,,,,50.28,4.22,18.76,0.96,8.08,17.54,0.14,0.01,20.87,6.5,2.38,2.54,1.63,2.23,1.74,0.58,0.77,0.76,0.29,0.99,79.13,47.85,
3524015,62951.0,61161.0,227.4,276.81,2.9,31310.0,,,22252.0,21475.0,21825.0,21078.0,2.9,3.6,3.5,15945.0,905.0,2000.0,545.0,1525.0,880.0,20.0,10.0,21825.0,,,,,,,,62325.0,8450.0,3505.0,715.0,1085.0,655.0,405.0,625.0,200.0,195.0,180.0,205.0,395.0,53875.0,,,,,,,73.06,4.15,9.16,2.5,6.99,4.03,0.09,0.05,13.56,5.62,1.15,1.74,1.05,0.65,1.0,0.32,0.31,0.29,0.33,0.63,86.44,49.74,
3524009,132979.0,110128.0,365.5,363.83,20.7,66075.0,,,41000.0,35537.0,40038.0,34257.0,3.3,15.4,16.9,22715.0,3755.0,9135.0,295.0,1920.0,2185.0,15.0,15.0,40035.0,,,,,,,,131430.0,72535.0,37095.0,3685.0,7650.0,5300.0,7410.0,3400.0,1285.0,1765.0,810.0,275.0,2690.0,58895.0,,,,,,,56.74,9.38,22.82,0.74,4.8,5.46,0.04,0.04,55.19,28.22,2.8,5.82,4.03,5.64,2.59,0.98,1.34,0.62,0.21,2.05,44.81,49.69,
3524001,213759.0,193832.0,1538.5,138.94,10.3,103480.0,,,76179.0,68617.0,73558.0,66269.0,2.9,11.0,11.0,43130.0,3315.0,12470.0,950.0,4680.0,8960.0,55.0,0.0,73560.0,,,,,,,,212055.0,90125.0,28685.0,23055.0,7015.0,4170.0,10020.0,4265.0,1605.0,2480.0,3440.0,660.0,3445.0,121930.0,,,,,,,58.63,4.51,16.95,1.29,6.36,12.18,0.07,0.0,42.5,13.53,10.87,3.31,1.97,4.73,2.01,0.76,1.17,1.62,0.31,1.62,57.5,48.41,
3525005,569353.0,536917.0,509.1,1118.31,6.0,279640.0,,,233564.0,222918.0,222807.0,211596.0,2.5,4.8,5.3,125130.0,6765.0,27455.0,7380.0,19045.0,36465.0,415.0,150.0,222805.0,,,,,,,,560920.0,140950.0,34790.0,10950.0,28410.0,11725.0,15495.0,11140.0,8450.0,7360.0,2365.0,1160.0,5830.0,419965.0,,,,,,,56.16,3.04,12.32,3.31,8.55,16.37,0.19,0.07,25.13,6.2,1.95,5.06,2.09,2.76,1.99,1.51,1.31,0.42,0.21,1.04,74.87,49.12,
3512061,4065.0,3881.0,17.9,227.54,4.7,1890.0,,,2007.0,1944.0,1801.0,1750.0,2.1,3.2,2.9,1300.0,20.0,70.0,45.0,345.0,0.0,0.0,20.0,1805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.02,1.11,3.88,2.49,19.11,0.0,0.0,1.11,,,,,,,,,,,,,,46.49,
3512005,55071.0,50716.0,222.8,247.15,8.6,26630.0,,,24582.0,22744.0,23536.0,21732.0,2.3,8.1,8.3,13975.0,710.0,1800.0,675.0,4140.0,2120.0,105.0,15.0,23535.0,,,,,,,,53795.0,4995.0,2085.0,420.0,710.0,485.0,120.0,435.0,190.0,50.0,180.0,45.0,115.0,48795.0,,,,,,,59.38,3.02,7.65,2.87,17.59,9.01,0.45,0.06,9.29,3.88,0.78,1.32,0.9,0.22,0.81,0.35,0.09,0.33,0.08,0.21,90.71,48.36,
3512065,953.0,864.0,2.5,385.32,10.3,495.0,,,663.0,627.0,416.0,377.0,2.3,5.7,10.3,405.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.43,0.0,0.0,0.0,1.19,0.0,0.0,0.0,,,,,,,,,,,,,,51.94,
3512026,4801.0,4774.0,21.5,222.79,0.6,2375.0,,,2180.0,2161.0,1939.0,1904.0,2.4,0.9,1.8,1630.0,60.0,40.0,35.0,170.0,0.0,0.0,0.0,1935.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.24,3.1,2.07,1.81,8.79,0.0,0.0,0.0,,,,,,,,,,,,,,49.47,
3512002,1747.0,1774.0,693.5,2.52,-1.5,865.0,,,803.0,775.0,723.0,741.0,2.4,3.6,-2.4,530.0,40.0,35.0,30.0,80.0,0.0,0.0,0.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.61,5.56,4.86,4.17,11.11,0.0,0.0,0.0,,,,,,,,,,,,,,49.51,
3512058,1612.0,1401.0,7.4,217.44,15.1,800.0,,,1290.0,1261.0,755.0,631.0,2.1,2.3,19.7,695.0,0.0,0.0,5.0,10.0,0.0,10.0,35.0,755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.05,0.0,0.0,0.66,1.32,0.0,1.32,4.64,,,,,,,,,,,,,,49.63,
3512076,4385.0,4078.0,4.5,966.58,7.5,2250.0,,,3529.0,3684.0,2007.0,1820.0,2.2,-4.2,10.3,1950.0,0.0,0.0,5.0,15.0,5.0,5.0,25.0,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.01,0.0,0.0,0.25,0.75,0.25,0.25,1.24,,,,,,,,,,,,,,51.31,
3512051,436.0,346.0,2.2,201.04,26.0,235.0,,,533.0,541.0,206.0,158.0,2.1,-1.5,30.4,200.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.56,0.0,0.0,0.0,0.0,0.0,0.0,2.44,,,,,,,,,,,,,,53.9,
3512036,2233.0,2078.0,8.1,274.58,7.5,1160.0,,,934.0,889.0,868.0,804.0,2.6,5.1,8.0,850.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.7,0.57,0.57,0.0,0.57,0.0,0.0,0.0,,,,,,,,,,,,,,51.95,
3512046,4267.0,3953.0,7.9,538.24,7.9,2135.0,,,2578.0,2521.0,1887.0,1726.0,2.2,2.3,9.3,1645.0,70.0,10.0,15.0,135.0,0.0,10.0,10.0,1890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.04,3.7,0.53,0.79,7.14,0.0,0.53,0.53,,,,,,,,,,,,,,50.04,
3512015,46560.0,43577.0,94.0,495.45,6.8,23205.0,,,19888.0,18646.0,19056.0,17828.0,2.4,6.7,6.9,14500.0,855.0,425.0,320.0,2020.0,510.0,50.0,370.0,19060.0,,,,,,,,45975.0,2135.0,410.0,285.0,680.0,170.0,45.0,150.0,45.0,50.0,105.0,60.0,60.0,43840.0,,,,,,,76.08,4.49,2.23,1.68,10.6,2.68,0.26,1.94,4.64,0.89,0.62,1.48,0.37,0.1,0.33,0.1,0.11,0.23,0.13,0.13,95.36,49.84,
3512020,5015.0,4882.0,17.8,282.48,2.7,2490.0,,,2074.0,2029.0,1971.0,1896.0,2.5,2.2,4.0,1710.0,30.0,20.0,40.0,160.0,0.0,5.0,0.0,1970.0,,,,,,,,4945.0,180.0,45.0,0.0,15.0,30.0,60.0,15.0,10.0,0.0,0.0,0.0,0.0,4765.0,,,,,,,86.8,1.52,1.02,2.03,8.12,0.0,0.25,0.0,3.64,0.91,0.0,0.3,0.61,1.21,0.3,0.2,0.0,0.0,0.0,0.0,96.36,49.65,
3512048,740.0,586.0,1.7,433.31,26.3,385.0,,,758.0,768.0,352.0,268.0,2.1,-1.3,31.3,330.0,5.0,0.0,5.0,0.0,0.0,0.0,10.0,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.29,1.43,0.0,1.43,0.0,0.0,0.0,2.86,,,,,,,,,,,,,,52.03,
3512030,6067.0,6044.0,6.6,918.61,0.4,3025.0,,,3042.0,3023.0,2591.0,2569.0,2.3,0.6,0.9,2290.0,60.0,20.0,25.0,165.0,0.0,15.0,15.0,2595.0,,,,,,,,5885.0,180.0,15.0,25.0,75.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5705.0,,,,,,,88.25,2.31,0.77,0.96,6.36,0.0,0.58,0.58,3.06,0.25,0.42,1.27,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.94,49.86,
3512001,4538.0,4226.0,14.5,312.42,7.4,2320.0,,,1730.0,1604.0,1650.0,1523.0,2.8,7.9,8.3,1595.0,10.0,0.0,0.0,30.0,0.0,5.0,5.0,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.67,0.61,0.0,0.0,1.82,0.0,0.3,0.3,,,,,,,,,,,,,,51.12,
3512004,2535.0,2595.0,35.2,72.02,-2.3,1230.0,,,1170.0,1128.0,1031.0,978.0,2.5,3.7,5.4,920.0,5.0,35.0,20.0,45.0,0.0,0.0,10.0,1030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.32,0.49,3.4,1.94,4.37,0.0,0.0,0.97,,,,,,,,,,,,,,48.52,
3512054,721.0,670.0,3.3,215.87,7.6,380.0,,,757.0,791.0,352.0,312.0,2.0,-4.3,12.8,335.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.71,1.43,1.43,1.43,0.0,0.0,1.43,1.43,,,,,,,,,,,,,,52.7,
3540063,5884.0,5422.0,10.0,586.88,8.5,2965.0,,,3149.0,3030.0,2357.0,2107.0,2.5,3.9,11.9,2080.0,25.0,5.0,0.0,5.0,0.0,0.0,235.0,2360.0,,,,,,,,5860.0,65.0,0.0,20.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5795.0,,,,,,,88.14,1.06,0.21,0.0,0.21,0.0,0.0,9.96,1.11,0.0,0.34,0.26,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.89,50.39,
3540010,7540.0,7136.0,18.1,416.7,5.7,3770.0,,,4882.0,4532.0,3302.0,3027.0,2.3,7.7,9.1,2730.0,30.0,155.0,25.0,225.0,0.0,10.0,140.0,3300.0,,,,,,,,7465.0,80.0,0.0,10.0,20.0,10.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,7390.0,,,,,,,82.73,0.91,4.7,0.76,6.82,0.0,0.3,4.24,1.07,0.0,0.13,0.27,0.13,0.0,0.0,0.33,0.0,0.0,0.0,0.0,99.0,50.0,
3540025,7799.0,7576.0,17.4,449.43,2.9,3880.0,,,3917.0,3823.0,3267.0,3127.0,2.3,2.5,4.5,2600.0,75.0,40.0,20.0,280.0,0.0,5.0,250.0,3265.0,,,,,,,,7650.0,145.0,15.0,25.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500.0,,,,,,,79.63,2.3,1.23,0.61,8.58,0.0,0.15,7.66,1.9,0.2,0.33,0.52,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.04,49.75,
3540028,7881.0,7628.0,923.1,8.54,3.3,3720.0,,,3899.0,3676.0,3667.0,3482.0,2.1,6.1,5.3,2400.0,170.0,175.0,90.0,790.0,0.0,25.0,20.0,3670.0,,,,,,,,7675.0,220.0,45.0,35.0,25.0,10.0,30.0,20.0,25.0,0.0,0.0,0.0,25.0,7450.0,,,,,,,65.4,4.63,4.77,2.45,21.53,0.0,0.68,0.54,2.87,0.59,0.46,0.33,0.13,0.39,0.26,0.33,0.0,0.0,0.0,0.33,97.07,47.2,
