GEO,CSDUID,Indigenous identity,Single Indigenous responses,First Nations,Métis,Inuit,Multiple Indigenous responses,Indigenous responses nie,Non-Indigenous identity
Vanguard,4703062,5.6,5.6,0,0,0,0,0,94.4
Glen Bain No. 105,4703064,0,0,0,0,0,0,0,100
Gravelbourg No. 104,4703068,0,0,0,0,0,0,0,100
Gravelbourg,4703071,3.8,3.8,1.1,2.7,0,0,0,96.2
Sutton No. 103,4703074,0,0,0,0,0,0,0,91.5
Mossbank,4703092,0,0,0,0,0,0,0,97.3
Lake Johnston No. 102,4703093,0,0,0,0,0,0,0,100
Terrell No. 101,4703096,8.7,8.7,6.5,4.3,0,0,0,91.3
Wood Mountain 160,4703801,,,,,,,,
Val Marie,4704002,8,8,0,0,0,0,0,92
Val Marie No. 17,4704003,6.3,6.3,0,0,0,0,0,91.7
Lone Tree No. 18,4704006,0,0,0,0,0,0,0,100
Bracken,4704008,,,,,,,,
Climax,4704009,0,0,0,0,0,0,0,100
Frontier No. 19,4704011,4.9,4.9,0,3.3,0,0,0,95.1
Frontier,4704012,10,10,10,0,0,0,0,90
Reno No. 51,4704019,0,0,0,0,0,0,0,100
Consul,4704021,,,,,,,,
White Valley No. 49,4704024,0,0,0,0,0,0,0,98.6
Eastend,4704026,3.4,3.4,3.4,0,0,0,0,96.6
Wise Creek No. 77,4704028,13.3,13.3,0,13.3,0,0,0,86.7
Cadillac,4704029,0,0,0,0,0,0,0,100
Grassy Creek No. 78,4704034,6.4,6.4,0,0,0,0,0,93.6
Shaunavon,4704036,5.5,5.5,1.5,4.1,0,0,0,94.2
Arlington No. 79,4704038,9.3,9.3,0,9.3,0,0,0,93
Maple Creek No. 111,4704045,9.2,9.2,5.2,3.3,0,0,0,91.5
Maple Creek,4704048,8,7.3,4.2,3.1,0,0.7,0,92
Piapot No. 110,4704050,12.2,12.2,0,0,0,0,0,87.8
Carmichael No. 109,4704054,0,0,0,0,0,0,0,97
Bone Creek No. 108,4704058,4.8,4.8,0,4.8,0,0,0,96.8
Lac Pelletier No. 107,4704061,2.3,2.3,0,0,0,0,0,97.7
Nekaneet Cree Nation,4704802,96.3,96.3,96.3,0,0,0,0,0
Moosomin No. 121,4705001,3.8,3.8,0,3.8,0,0,0,97.7
Fleming,4705002,0,0,0,0,0,0,0,90.9
Moosomin,4705004,4.3,4.3,0.6,3.5,0,0,0,95.9
Martin No. 122,4705007,0,0,0,0,0,0,0,97.4
Wapella,4705009,5.8,5.8,0,3.8,0,0,0,94.2
Silverwood No. 123,4705011,0,0,0,0,0,0,0,100
Kingsley No. 124,4705014,0,0,0,0,0,0,0,100
Kipling,4705016,5.8,5.8,1.4,4.3,0,0,0,94.7
Chester No. 125,4705018,0,0,0,0,0,0,0,100
Windthorst,4705019,0,0,0,0,0,0,0,100
Glenavon,4705021,0,0,0,0,0,0,0,96.7
Wolseley,4705024,7,5.8,4.1,1.8,0,0,0,93
Wolseley No. 155,4705027,3.5,3.5,3.5,0,0,0,0,96.5
Elcapo No. 154,4705028,9.9,9.9,8.6,2.5,0,0,0,87.7
Grenfell,4705029,10.2,10.2,8.8,2,0,0,0,90.2
Broadview,4705031,30,30,25.5,3.6,0,0,0,70
Willowdale No. 153,4705033,5.8,5.8,0,0,0,0,0,96.2
Whitewood,4705034,14.8,14.8,12.6,1.6,0,0,0,85.7
Rocanville No. 151,4705037,0,0,0,0,0,0,0,97.4
Rocanville,4705038,11.4,11.4,1.6,9.2,0,0,0,88.6
Spy Hill No. 152,4705041,5.7,5.7,0,4.3,0,0,0,95.7
Tantallon,4705042,0,0,0,0,0,0,0,93.8
Spy Hill,4705043,9.1,9.1,0,9.1,0,0,0,90.9
Gerald,4705044,16,16,8,12,0,0,0,80
Langenburg No. 181,4705047,8.3,8.3,0,8.3,0,0,0,91.7
Langenburg,4705048,5.2,5.2,0,5.2,0,0,0,94.4
Yarbo,4705049,,,,,,,,
West End,4705050,,,,,,,,
Fertile Belt No. 183,4705051,3.6,3.6,0,3.6,0,0,0,96.4
Esterhazy,4705052,8.8,8.8,3.7,5.3,0,0,0,91.4
Atwater,4705053,,,,,,,,
Bangor,4705054,,,,,,,,
Bird's Point,4705055,6.4,6.4,0,0,0,0,0,95.7
Stockholm,4705056,11.1,11.1,0,11.1,0,0,0,88.9
Grayson No. 184,4705057,0,0,0,0,0,0,0,97.2
Dubuc,4705058,21.7,21.7,0,0,0,0,0,78.3
Grayson,4705059,0,0,0,0,0,0,0,100
Melville Beach,4705060,,,,,,,,
Waldron,4705061,,,,,,,,
Killaly,4705062,0,0,0,0,0,0,0,100
McLeod No. 185,4705063,0,0,0,0,0,0,0,100
Neudorf,4705064,20,20,0,14.5,0,0,0,80
Lemberg,4705066,6.9,6.9,0,0,0,0,0,94.8
Stanley No. 215,4705067,2.9,2.9,0,2.9,0,0,0,96.2
Duff,4705068,,,,,,,,
Goodeve,4705069,,,,,,,,
Fenwood,4705071,0,0,0,0,0,0,0,100
Cana No. 214,4705073,4,4,2.3,1.7,0,0,0,96.5
Melville,4705074,8.8,8.5,5.5,3,0,0,0,91.3
Saltcoats No. 213,4705077,8.1,8.1,4.7,3.4,0,0,0,91.9
Saltcoats,4705078,9.7,9.7,9.7,0,0,0,0,89.2
Bredenbury,4705079,7.9,7.9,0,0,0,0,0,93.4
Churchbridge No. 211,4705093,5.6,5.6,0,4.8,0,0,0,95.2
Churchbridge,4705094,9.8,9.8,4,5.2,0,0,0,90.8
MacNutt,4705096,,,,,,,,
Cowessess 73,4705803,98.4,97.7,96.9,0,0,0,1.6,0
Kahkewistahaw 72,4705804,99.2,98.4,98.4,0,0,0,1.6,1.6
Sakimay 74,4705805,94,94,94,0,0,0,0,8
Ochapowace 71,4705806,96,96,96,0,0,0,0,4
Shesheep 74A,4705807,25,25,20,0,0,0,0,75
Little Bone 74B,4705808,87.5,87.5,87.5,0,0,0,0,0
Ochapowace 71-10,4705814,,,,,,,,
Kahkewistahaw No. 72-W,4705815,,,,,,,,
Ochapowace 71-54,4705818,,,,,,,,
Ochapowace 71-7,4705823,,,,,,,,
Ochapowace 71-18,4705824,,,,,,,,
Kahkewistahaw No. 72-Q,4705828,,,,,,,,
Montmartre No. 126,4706001,0,0,0,0,0,0,0,95.1
Montmartre,4706002,8.8,8.8,6.6,0,0,0,0,92.3
Kendal,4706003,0,0,0,0,0,0,0,100
Francis No. 127,4706004,3,3,3,0,0,0,0,97
Odessa,4706006,11.1,11.1,0,11.1,0,0,0,88.9
Vibank,4706007,5.1,5.1,0,5.1,0,0,0,94.9
Sedley,4706008,13.1,13.1,0,6.6,0,0,0,86.9
Francis,4706009,0,0,0,0,0,0,0,100
Lajord No. 128,4706011,7.8,7.2,2.4,4.8,0,0,0,92.2
Bratt's Lake No. 129,4706013,3.7,3.7,0,3.7,0,0,0,98.1
Wilcox,4706014,17.5,15.8,0,0,0,0,0,82.5
Redburn No. 130,4706016,0,0,0,0,0,0,0,98
Rouleau,4706017,8.9,7.9,2,5.9,0,0,0,91.1
Briercrest,4706018,0,0,0,0,0,0,0,100
Drinkwater,4706019,0,0,0,0,0,0,0,100
Pense No. 160,4706021,0,0,0,0,0,0,0,98.4
Belle Plaine,4706022,0,0,0,0,0,0,0,100
Pense,4706023,6.7,6.7,0,6.7,0,0,0,93.3
Sherwood No. 159,4706026,0,0,0,0,0,0,0,99.2
Regina,4706027,10.4,10.2,6.3,3.8,0.1,0.2,0.1,89.6
Grand Coulee,4706028,14.9,14.9,7.4,8.3,0,0,0,85.1
Edenwold No. 158,4706029,4.2,3.8,0.9,2.6,0,0,0,95.8
White City,4706030,4.3,4.3,1.9,2.3,0,0,0,95.5
Pilot Butte,4706031,7,6.8,2.1,4.9,0,0,0,92.8
Balgonie,4706032,6.5,6.5,2.3,4.2,0,0,0,93.2
Edenwold,4706033,0,0,0,0,0,0,0,100
South Qu'Appelle No. 157,4706034,9.7,9.3,4.5,5.3,0,0,0,89.9
Qu'Appelle,4706036,3.6,3.6,1.8,2.7,0,0,0,95.5
McLean,4706037,8.7,8.7,0,8.7,0,0,0,92.8
Indian Head No. 156,4706038,4.3,4.3,0,4.3,0,0,0,97.1
Indian Head,4706039,13.8,13.8,6.8,7,0,0,0,85.9
Sintaluta,4706041,37.5,25,16.7,8.3,0,0,0,62.5
Abernethy No. 186,4706042,2.9,2.9,0,2.9,0,0,0,97.1
Fort San,4706045,18.2,13.6,13.6,0,0,0,0,84.1
Abernethy,4706046,42.9,42.9,19,21.4,0,0,0,57.1
Balcarres,4706047,30.1,30.1,24.8,5.3,0,0,0,69.2
North Qu'Appelle No. 187,4706048,5.4,4.9,2.2,2.2,0,0,0,94.6
Lebret,4706049,59,59,25.6,33.3,0,0,0,41
Katepwa,4706050,3.7,3.7,0,1.9,0,0,0,97.2
Fort Qu'Appelle,4706051,34.8,34.6,30.1,4.5,0,0,0,65.4
B-Say-Tah,4706052,0,0,0,0,0,0,0,87.5
Lumsden No. 189,4706053,5.2,5.2,1.5,3.6,0,0,0,95.1
Disley,4706054,0,0,0,0,0,0,0,100
Buena Vista,4706055,2.4,2.4,0,2.4,0,0,0,97.6
Lumsden,4706056,6.2,6.2,0.6,5.4,0,0,0,93.5
Lumsden Beach,4706057,0,0,0,0,0,0,0,100
Regina Beach,4706058,5.4,5,1.5,3.5,0,0,0,94.6
Dufferin No. 190,4706059,5.5,5.5,0,5.5,0,0,0,94.5
Wee Too Beach,4706060,0,0,0,0,0,0,0,100
Bethune,4706061,13.7,13.7,0,13.7,0,0,0,86.3
Findlater,4706062,,,,,,,,
Sarnia No. 221,4706063,10.9,10.9,0,10.9,0,0,0,87.3
Chamberlain,4706064,21.1,21.1,0,0,0,0,0,78.9
Alice Beach,4706065,0,0,0,0,0,0,0,100
Holdfast,4706067,12,10,0,6,0,0,0,88
Dilke,4706068,0,0,0,0,0,0,0,100
Grandview Beach,4706069,0,0,0,0,0,0,0,100
Longlaketon No. 219,4706070,1.4,0.9,0,0,0,0,0,98.2
McKillop No. 220,4706071,2.2,2.2,0,1.1,0,0,0,97.2
Saskatchewan Beach,4706072,7.4,7.4,0,7.4,0,0,0,92.6
Bulyea,4706073,0,0,0,0,0,0,0,100
Strasbourg,4706074,5.1,5.1,2.2,3.6,0,0,0,95.6
Kannata Valley,4706075,0,0,0,0,0,0,0,100
Sunset Cove,4706076,,,,,,,,
Silton,4706077,0,0,0,0,0,0,0,100
Craven,4706078,25.8,25.8,0,15.2,0,0,0,75.8
Earl Grey,4706079,0,0,0,0,0,0,0,92.7
Glen Harbour,4706080,0,0,0,0,0,0,0,100
North Grove,4706081,0,0,0,0,0,0,0,96.2
Pelican Pointe,4706082,,,,,,,,
Island View,4706085,14.8,14.8,11.1,0,0,0,0,81.5
Cupar No. 218,4706091,5.3,5.3,0,4.4,0,0,0,94.7
Southey,4706092,4.2,4.2,1.8,2.4,0,0,0,95.2
Markinch,4706093,,,,,,,,
Cupar,4706094,7.4,7.4,1.9,5.6,0,0,0,92.6
Lipton No. 217,4706096,2.3,2.3,0,0,0,0,0,98.8
Dysart,4706097,9.7,9.7,0,9.7,0,0,0,90.3
Lipton,4706098,28.1,28.1,18.8,7.8,0,0,0,71.9
Tullymet No. 216,4706099,0,0,0,0,0,0,0,100
Piapot 75,4706809,99.3,97.1,96.3,1.5,0,0,2.9,0
Assiniboine 76,4706810,100,98.6,98.6,0,0,0,1.4,0
Standing Buffalo 78,4706811,100,99.1,97.3,1.8,0,0,0,0
Pasqua 79,4706812,98.4,97.7,96.1,0,0,0,1.6,1.6
Muscowpetung 80,4706813,100,100,100,0,0,0,0,0
Little Black Bear 84,4706814,100,100,100,0,0,0,0,0
Okanese 82,4706815,97.7,97.7,95.3,0,0,0,0,0
Peepeekisis 81,4706816,99,98,96.1,2,0,0,2,0
Star Blanket 83,4706818,97,93.9,93.9,0,0,0,0,0
Wa-Pii Moos-Toosis (White Calf) 83A,4706820,93.8,93.8,87.5,0,0,0,0,12.5
Star Blanket 83C,4706828,,,,,,,,
Treaty Four Reserve Grounds 77,4706829,,,,,,,,
Carry the Kettle 76-19,4706830,,,,,,,,
Carry the Kettle 76-110,4706831,,,,,,,,
Baildon No. 131,4707001,6.3,6.3,0,4.5,0,0,0,93.7
Hillsborough No. 132,4707004,0,0,0,0,0,0,0,95.2
Rodgers No. 133,4707006,0,0,0,0,0,0,0,95
Coderre,4707008,,,,,,,,
Shamrock No. 134,4707011,0,0,0,0,0,0,0,100
Shamrock,4707012,,,,,,,,
Lawtonia No. 135,4707014,0,0,0,0,0,0,0,100
Hodgeville,4707016,0,0,0,0,0,0,0,100
Coulee No. 136,4707018,0,0,0,0,0,0,0,100
Beaver Flat,4707020,0,0,0,0,0,0,0,100
Excelsior No. 166,4707021,4.3,4.3,0,4.3,0,0,0,95.7
Waldeck,4707022,6.3,4.8,0,3.2,0,0,0,95.2
Rush Lake,4707023,0,0,0,0,0,0,0,90.9
Morse No. 165,4707024,0,0,0,0,0,0,0,98.6
Herbert,4707026,4.3,3.6,2.9,1.4,0,0,0,95.7
Morse,4707027,0,0,0,0,0,0,0,97.6
Ernfold,4707028,,,,,,,,
Chaplin No. 164,4707029,0,0,0,0,0,0,0,100
Chaplin,4707031,0,0,0,0,0,0,0,95.1
Wheatlands No. 163,4707032,0,0,0,0,0,0,0,97.4
Mortlach,4707034,4.9,4.9,0,3.3,0,0,0,95.1
Caron No. 162,4707036,9.8,9,0,9,0,0,0,90.2
Caronport,4707037,8.9,5.4,2.5,1.5,0,3.9,0,91.1
Moose Jaw No. 161,4707038,3.7,3.7,2.1,2.1,0,0,0,96.7
Moose Jaw,4707039,7.1,6.9,2.4,4.5,0.1,0.2,0,92.9
Marquis No. 191,4707042,6.9,6.9,0,0,0,0,0,91.7
Tuxford,4707043,0,0,0,0,0,0,0,100
Marquis,4707044,0,0,0,0,0,0,0,100
Sun Valley,4707045,0,0,0,0,0,0,0,100
Eyebrow No. 193,4707047,0,0,0,0,0,0,0,100
Brownlee,4707048,0,0,0,0,0,0,0,100
Eyebrow,4707049,0,0,0,0,0,0,0,97
South Lake,4707051,5.1,5.1,0,5.1,0,0,0,94.9
Enfield No. 194,4707053,0,0,0,0,0,0,0,100
Central Butte,4707054,0,0,0,0,0,0,0,98.7
Canaan No. 225,4707058,0,0,0,0,0,0,0,100
Lucky Lake,4707059,4.3,4.3,0,4.3,0,0,0,95.7
Beechy,4707062,0,0,0,0,0,0,0,95.5
Victory No. 226,4707063,8.3,8.3,0,8.3,0,0,0,91.7
King George No. 256,4707066,0,0,0,0,0,0,0,100
Coteau No. 255,4707067,3.3,3.3,0,0,0,0,0,96.7
Coteau Beach,4707068,0,0,0,0,0,0,0,100
Maple Bush No. 224,4707071,6.1,6.1,6.1,0,0,0,0,97
Riverhurst,4707072,0,0,0,0,0,0,0,100
Mistusinne,4707074,0,0,0,0,0,0,0,100
Huron No. 223,4707076,11.1,11.1,0,11.1,0,0,0,83.3
Tugaske,4707077,9.1,0,0,0,0,0,0,86.4
Craik No. 222,4707091,3.8,3.8,0,0,0,0,0,94.3
Craik,4707092,8.6,8.6,0,8.6,0,0,0,91.4
Aylesbury,4707093,,,,,,,,
Swift Current No. 137,4708001,5.2,5.2,1,4.4,0,0,0,94.8
Swift Current,4708004,4.9,4.8,1.7,3.1,0,0.1,0.1,95.1
Webb No. 138,4708006,0,0,0,0,0,0,0,97.8
Webb,4708008,26.3,26.3,0,21.1,0,0,0,68.4
Gull Lake No. 139,4708009,0,0,0,0,0,0,0,97.6
Gull Lake,4708011,5.1,4.6,1.7,2.9,0,0,0,94.3
Tompkins,4708012,11.5,11.5,0,11.5,0,0,0,92.3
Big Stick No. 141,4708016,0,0,0,0,0,0,0,90.9
Golden Prairie,4708018,,,,,,,,
Enterprise No. 142,4708021,0,0,0,0,0,0,0,100
Richmound,4708022,0,0,0,0,0,0,0,100
Fox Valley No. 171,4708024,0,0,0,0,0,0,0,100
Fox Valley,4708026,0,0,0,0,0,0,0,100
Pittville No. 169,4708028,0,0,0,0,0,0,0,100
Hazlet,4708029,0,0,0,0,0,0,0,100
Riverside No. 168,4708031,7.6,7.6,0,6.1,0,0,0,92.4
Cabri,4708032,9.5,9.5,0,8.1,0,0,0,90.5
Pennant,4708034,11.5,11.5,0,11.5,0,0,0,88.5
Success,4708036,,,,,,,,
Saskatchewan Landing No. 167,4708038,0,0,0,0,0,0,0,95.3
Stewart Valley,4708039,0,0,0,0,0,0,0,92.3
Lacadena No. 228,4708042,0,0,0,0,0,0,0,99.3
Kyle,4708044,8.6,8.6,0,5.7,0,0,0,91.4
Miry Creek No. 229,4708046,0,0,0,0,0,0,0,100
Abbey,4708048,0,0,0,0,0,0,0,94.7
Lancer,4708049,0,0,0,0,0,0,0,100
Clinworth No. 230,4708053,0,0,0,0,0,0,0,100
Sceptre,4708054,0,0,0,0,0,0,0,100
Happyland No. 231,4708056,15,11.7,0,11.7,0,0,0,86.7
Prelate,4708057,0,0,0,0,0,0,0,88.2
Leader,4708058,3.5,3.5,0,3.5,0,0,0,95.3
Mendham,4708059,,,,,,,,
Deer Forks No. 232,4708061,0,0,0,0,0,0,0,94.1
Burstall,4708062,6.3,6.3,0,6.3,0,0,0,93.7
Chesterfield No. 261,4708065,5.7,5.7,0,5.7,0,0,0,92.9
Eatonia,4708068,3,3,2,2,0,0,0,96
Newcombe No. 260,4708071,4.2,0,0,0,0,0,0,95.8
Snipe Lake No. 259,4708074,2.1,2.1,0,2.1,0,0,0,97.9
Eston,4708076,7.9,7.9,3.7,4.8,0,0,0,91.5
Monet No. 257,4708092,0,0,0,0,0,0,0,100
Elrose,4708094,6,6,2.4,2.4,0,0,0,94
Calder No. 241,4709001,0,0,0,0,0,0,0,96.8
Calder,4709002,0,0,0,0,0,0,0,100
Wallace No. 243,4709006,4,3.4,0,3.4,0,0,0,95.5
Rhein,4709009,19.4,19.4,12.9,9.7,0,0,0,80.6
Orkney No. 244,4709011,7.3,6.7,2.7,4.3,0,0,0,92.7
Yorkton,4709012,12.9,12.6,8.3,4.3,0,0.3,0.1,87.1
Ebenezer,4709014,25.6,25.6,14,9.3,0,0,0,76.7
Springside,4709016,10.5,10.5,5.3,5.3,0,0,0,90.5
Garry No. 245,4709019,2.6,2.6,0,2.6,0,0,0,97.4
Insinger No. 275,4709023,0,0,0,0,0,0,0,100
Sheho,4709024,15.4,15.4,0,0,0,0,0,92.3
Theodore,4709028,14.9,14.9,7.5,6,0,0,0,86.6
Good Lake No. 274,4709029,0,0,0,0,0,0,0,99.5
Canora,4709032,11.4,11.1,4,7.2,0,0,0.5,88.6
Sliding Hills No. 273,4709033,2.2,2.2,0,0,0,0,0,97.8
Cote No. 271,4709037,4.9,4.9,0,4.9,0,0,0,96.1
Togo,4709038,0,0,0,0,0,0,0,90.9
Kamsack,4709039,18.1,15.7,13.4,2.4,0,0,1.8,81.9
St. Philips No. 301,4709042,0,0,0,0,0,0,0,100
Pelly,4709044,13.5,13.5,9.6,3.8,0,0,0,88.5
Keys No. 303,4709046,0,0,0,0,0,0,0,100
Buchanan No. 304,4709049,0,0,0,0,0,0,0,95.7
Buchanan,4709053,4.3,0,0,0,0,0,0,93.5
Invermay No. 305,4709054,0,0,0,0,0,0,0,89.6
Rama,4709056,0,0,0,0,0,0,0,90.9
Invermay,4709058,0,0,0,0,0,0,0,96
Hazel Dell No. 335,4709060,0,0,0,0,0,0,0,99
Lintlaw,4709061,0,0,0,0,0,0,0,96.2
Preeceville No. 334,4709062,5.2,5.2,1,4.7,0,0,0,94.8
Preeceville,4709064,1.5,1.5,0,1.5,0,0,0,98.5
Endeavour,4709065,0,0,0,0,0,0,0,100
Sturgis,4709066,7.3,7.3,2.9,4.4,0,0,0,92.7
Clayton No. 333,4709067,2.3,2.3,2.3,0,0,0,0,97.7
Stenen,4709069,0,0,0,0,0,0,0,95
Hyas,4709071,0,0,0,0,0,0,0,88.9
Norquay,4709072,5.3,5.3,0,2.7,0,0,0,94.7
Livingston No. 331,4709075,10.3,8.6,0,3.4,0,0,0,91.4
Arran,4709076,,,,,,,,
Cote 64,4709819,99.4,99.4,99.4,0,0,0,0,1.3
Keeseekoose 66,4709820,100,100,100,0,0,0,0,0
The Key 65,4709821,96.6,96.6,96.6,0,0,0,0,0
Keeseekoose 66A,4709822,,,,,,,,
Keeseekoose 66-CA-04,4709824,,,,,,,,
Keeseekoose 66-CA-05,4709826,,,,,,,,
Keeseekoose 66-CA-06,4709828,,,,,,,,
Keeseekoose 66-KE-04,4709830,,,,,,,,
Keeseekoose 66-KE-05,4709832,,,,,,,,
Hubbard,4710002,0,0,0,0,0,0,0,94.1
Ituna Bon Accord No. 246,4710003,0,0,0,0,0,0,0,100
Ituna,4710004,2.2,2.2,2.2,0,0,0,0,97.8
Kellross No. 247,4710008,24.5,24.5,20.4,4.1,0,0,0,75.5
Kelliher,4710009,18,18,16.4,0,0,0,0,80.3
Leross,4710011,,,,,,,,
Touchwood No. 248,4710014,43.3,43.3,43.3,0,0,0,0,56.7
Semans,4710022,8,8,8,0,0,0,0,96
Mount Hope No. 279,4710024,4,4,2,0,0,0,0,96
Raymore,4710027,16.8,16.8,14,2.8,0,0,0,83.2
Quinton,4710028,16.7,16.7,16.7,0,0,0,0,75
Punnichy,4710029,64.9,64.9,62.2,0,0,0,0,35.1
Emerald No. 277,4710031,0,0,0,0,0,0,0,100
Chorney Beach,4710034,,,,,,,,
Leslie Beach,4710035,0,0,0,0,0,0,0,100
Foam Lake No. 276,4710036,3.7,3.7,0,2.8,0,0,0,95.3
Foam Lake,4710038,10.7,10.7,5.8,4.9,0,0,0,89.3
Elfros No. 307,4710041,0,0,0,0,0,0,0,95.8
Elfros,4710043,0,0,0,0,0,0,0,95.2
Big Quill No. 308,4710046,3.3,3.3,0,0,0,0,0,95.6
Wynyard,4710047,5.7,5.7,3.9,1.8,0,0,0,94.3
Prairie Rose No. 309,4710052,0,0,0,0,0,0,0,97.2
Jansen,4710054,21.7,21.7,17.4,0,0,0,0,82.6
Leroy No. 339,4710056,4.5,4.5,0,3.4,0,0,0,95.5
Leroy,4710058,2.9,2.9,0,2.9,0,0,0,97.1
Lakeside No. 338,4710061,0,0,0,0,0,0,0,100
Watson,4710062,9.8,9.8,4.2,4.9,0,0,0,90.9
Quill Lake,4710064,6.3,6.3,3.1,4.7,0,0,0,92.2
Lakeview No. 337,4710066,5.5,5.5,0,5.5,0,0,0,94.5
Wadena,4710068,0.8,0.8,0,0.8,0,0,0,98.8
Sasman No. 336,4710071,1.9,1.9,0,1.9,0,0,0,98.1
Margo,4710072,0,0,0,0,0,0,0,100
Muskowekwan 85-4,4710801,,,,,,,,
Muskowekwan 85,4710822,100,100,98,0,0,0,0,0
Gordon 86,4710823,100,98.7,98.7,0,0,1.3,1.3,0
Day Star 87,4710824,96.6,93.1,93.1,0,0,0,0,0
Poorman 88,4710825,99.3,99.3,98.5,0,0,0,0,0
Fishing Lake 89,4710826,99,98,98,0,0,0,0,0
Beardy's and Okemasis 96 and 97A,4710828,,,,,,,,
Muskowekwan 85-17,4710832,,,,,,,,
Muskowekwan 85-26,4710834,,,,,,,,
Muskowekwan 85-33,4710836,,,,,,,,
Muskowekwan 85-28,4710838,,,,,,,,
Muskowekwan 85-29,4710840,,,,,,,,
Muskowekwan 85-23,4710842,,,,,,,,
Muskowekwan 85-12,4710843,,,,,,,,
Muskowekwan 85-22,4710845,,,,,,,,
Muskowekwan 85-27,4710846,,,,,,,,
Muskowekwan 85-10,4710847,,,,,,,,
Muskowekwan 85-1,4710848,,,,,,,,
Muskowekwan 85-8,4710849,,,,,,,,
Muskowekwan 85-15,4710850,,,,,,,,
Muskowekwan 85-2A,4710851,,,,,,,,
Muskowekwan 85-31,4710852,,,,,,,,
Duval,4711002,0,0,0,0,0,0,0,90.9
Last Mountain Valley No. 250,4711003,0,0,0,0,0,0,0,100
Govan,4711004,7.5,7.5,0,5,0,0,0,90
Big Arm No. 251,4711006,0,0,0,0,0,0,0,100
Etters Beach,4711007,,,,,,,,
Imperial,4711008,3.8,3.8,0,3.8,0,0,0,96.3
Liberty,4711009,0,0,0,0,0,0,0,84.6
Arm River No. 252,4711011,3.9,3.9,0,3.9,0,0,0,96.1
Davidson,4711014,2.5,2.5,1.5,1,0,0,0,97
Willner No. 253,4711016,0,0,0,0,0,0,0,100
Loreburn No. 254,4711018,0,0,0,0,0,0,0,100
Elbow,4711019,2.6,2.6,0,0,0,0,0,97.4
Loreburn,4711021,0,0,0,0,0,0,0,95
Strongfield,4711022,0,0,0,0,0,0,0,100
Hawarden,4711024,13.3,13.3,0,13.3,0,0,0,86.7
Rudy No. 284,4711026,7.2,7.2,0,0,0,0,0,92.8
Outlook,4711027,5.6,5.6,1.3,4.5,0,0,0,94.4
Broderick,4711028,23.8,0,0,0,0,0,0,81
Glenside,4711029,,,,,,,,
Rosedale No. 283,4711031,0,0,0,0,0,0,0,100
Hanley,4711032,6.7,6.7,4.8,1.9,0,0,0,92.4
McCraney No. 282,4711034,0,0,0,0,0,0,0,98
Kenaston,4711036,0,0,0,0,0,0,0,100
Bladworth,4711038,13.3,13.3,0,13.3,0,0,0,80
Wood Creek No. 281,4711039,0,0,0,0,0,0,0,98
Simpson,4711041,0,0,0,0,0,0,0,100
Wreford No. 280,4711042,0,0,0,0,0,0,0,100
Nokomis,4711044,5.3,5.3,4,2.7,0,0,0,93.3
Usborne No. 310,4711046,0,0,0,0,0,0,0,98.9
Drake,4711048,0,0,0,0,0,0,0,100
Lanigan,4711049,3.6,3.6,0.7,2.9,0,0,0,96.4
Morris No. 312,4711052,0,0,0,0,0,0,0,100
Watrous,4711053,7.6,7.6,3.9,3.9,0,0,0,92.4
Manitou Beach,4711054,6.7,6.7,4,0,0,0,0,94.7
Young,4711056,8.9,8.9,0,7.1,0,0,0,89.3
Zelma,4711058,,,,,,,,
Lost River No. 313,4711059,23.3,20,0,16.7,0,0,0,80
Thode,4711060,5.6,0,0,0,0,0,0,91.7
Dundurn No. 314,4711061,7,7,2,5,0,0,0,93
Dundurn,4711063,14.7,14.7,2.9,11,0,0,0,85.3
Shields,4711064,0,0,0,0,0,0,0,96.6
Corman Park No. 344,4711065,5.5,5.5,1.7,3.7,0,0,0,94.5
Saskatoon,4711066,11.5,11.1,6,5,0,0.2,0.1,88.5
Langham,4711067,8.8,8.4,1.3,7.1,0,0,0,91.2
Warman,4711068,11.2,11,3.2,7.7,0,0.1,0,88.9
Blucher No. 343,4711069,7.1,7.1,2.8,4.3,0,0,0,92.9
Martensville,4711070,11.3,10.8,3.5,7.3,0.1,0.2,0.2,88.7
Bradwell,4711071,12,12,0,0,0,0,0,88
Allan,4711072,11.9,11.9,5.9,5.9,0,0,0,88.1
Dalmeny,4711073,6.4,6.4,0.6,5.8,0,0,0,93.3
Osler,4711075,5.2,4.8,1.6,3.2,0,0,0,94.8
Colonsay No. 342,4711076,0,0,0,0,0,0,0,94.9
Clavet,4711077,5.7,5.7,0,5.7,0,0,0,93.2
Meacham,4711078,0,0,0,0,0,0,0,100
Colonsay,4711079,4.7,4.7,0,3.5,0,0,0,95.3
Viscount No. 341,4711091,0,0,0,0,0,0,0,100
Viscount,4711092,18.4,18.4,0,16.3,0,0,0,81.6
Plunkett,4711094,0,0,0,0,0,0,0,100
Wolverine No. 340,4711096,7.1,7.1,0,0,0,0,0,93.8
Whitecap,4711828,97.1,97.1,94.1,2.9,0,0,0,2.9
Pleasant Valley No. 288,4712001,0,0,0,0,0,0,0,100
St. Andrews No. 287,4712004,0,0,0,0,0,0,0,98.5
Rosetown,4712006,4.2,4.2,1.7,2.3,0,0,0,95.8
Zealandia,4712008,0,0,0,0,0,0,0,90
Milden No. 286,4712011,0,0,0,0,0,0,0,100
Milden,4712012,0,0,0,0,0,0,0,100
